ID,지역,도서관명,상호대차 유무,순회사서 유무,지원 여부,지원인력,지원예산,지원장서,지원프로,외부대출여부,대출도서 전용프로그램 여부,전용프로그램 공공도서관 연계 여부,연간 도서대출 권수,연간 증가 장서 수,총 보유 장서 수,연간 증가 연속간행물 수,현재 총 보유 연속간행물 수,건물면적,열람석,PC 유무,관리자용 컴퓨터,이용자용 컴퓨터,연간 총 이용자 수,1일 평균 이용자 수,회원등록자 수,총직원,총봉사자,자격증직원,자격증봉사자,도서구입비,인건비,운영비,합계,실시여부,독서프로수,독서프로실시횟수,독서프로참가자수,문화프로수,문화프로실시횟수,문화프로참가자수
2669,대전,송림마을3단지문고,0,0,1,0,3500000,0,0,1,1,0,6179,430,5576,0,0,43,17,1,1,0,3600,15,351,0,0,0,0,3500000,4800000,0,8300000,1,3,6,400,1,1,20
2670,대전,송촌동작은도서관,0,0, ,0,0,0,0,1,1,0,1921,570,7010,0,0,80,16,1,1,0,6260,20,3424,1,15,0,1,5400000,0,0,5400000,0,0,0,0,0,0,0
2671,대전,송촌마을문고,0,0,1,0,2500000,0,5,1,1,0,1500,1100,8800,3,7,125,32,1,2,0,2191,7,0,1,2,0,0,3250000,0,550000,3800000,1,0,0,0,3,23,350
2672,대전,수목토아파트작은도서관,0,1,1,1,1890000,0,0,0, , ,0,400,7500,0,0,140,60,1,0,1,13050,50,0,1,0,0,0,1890000,565940,100000,2555940,1,2,2,300,0,0,0
2673,대전,수밋들어린이 도서관,0,0,1,0,1890000,0,0,1,1,0,3036,1052,10519,0,0,77,45,1,1,0,6492,26,1979,1,0,0,0,1890000,8893420,941400,11724820,1,3,28,69,3,16,116
2674,대전,숲속의 글마루,0,0,1,0,0,0,0,1,1,0,4289,316,3185,0,12,66,26,1,1,0,6786,26,1129,1,14,0,0,4200000,1440000,0,5640000,0,0,0,0,0,0,0
2675,대전,쉴만한물가문고,0,0,0,0,0,0,0,1,0,0,3,50,3500,0,0,52,20,0,0,0,2,0,0,1,0,0,0,50000,0,0,50000,0,0,0,0,0,0,0
2676,대전,스마트뷰아파트 작은도서관,0,1,1,0,0,0,0,1,0,0,3000,250,1500,0,0,43,16,1,1,0,2610,10,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2677,대전,스마트작은도서관,1,0,1,0,2000000,0,0,1,0,1,250,200,3500,1,5,91,35,1,1,1,3650,10,0,1,0,0,0,2400000,9000000,4600000,16000000,1,2,15,250,2,8,450
2678,대전,신성마을 작은도서관,0,0, ,0,0,0,0,1,1,0,75047,1085,13319,0,0,181,40,1,2,0,31613,101,1690,0,9,0,0,13000000,0,20000000,33000000,1,6,85,931,4,56,620
2679,대전,신일작은도서관,0,0,1,0,1875000,0,0,1,0,0,3000,200,3598,0,0,42,20,1,1,5,3650,10,0,1,0,0,0,1875000,0,0,1875000,0,0,0,0,0,0,0
2680,대전,신탄진동작은도서관,0,0, ,0,0,0,0,1,0,0,3000,279,7016,0,0,210,10,1,1,5,5634,18,0,1,8,0,0,5000000,1500000,0,6500000,0,0,0,0,0,0,0
2681,대전,썬샤인문고,0,0,0,0,0,0,0,0, , ,0,0,1000,0,0,36,8,1,1,0,628,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2682,대전,아름다운도서관(송림마을5단지),0,0,1,0,3500000,249,16,1,0,0,1000,249,4650,1,1,65,20,1,1,0,2088,8,949,0,27,0,1,0,0,250000,250000,1,4,14,280,12,15,350
2683,대전,아이사랑영어도서관,0,0,1,0,1890000,0,0,1,0,0,1000,500,4500,1,2,140,10,0,0,0,2000,10,0,1,1,0,0,2000000,6000000,2000000,10000000,1,4,200,1000,0,0,0
2684,대전,아침마을작은도서관,0,0,0,0,0,0,0,1,0,0,6000,1000,5743,0,0,107,48,1,1,0,2610,10,0,0,1,0,0,2400000,0,0,2400000,0,0,0,0,0,0,0
2685,대전,알짬마을도서관,0,1,1,1,4140000,0,0,1,1,0,999,924,7062,0,3,137,15,1,1,0,5321,17,782,1,8,0,0,4130000,1600000,11954101,17684101,1,4,51,484,5,60,2288
2686,대전,어깨동무마을어린이도서관,0,0,1,0,0,0,0,0, , ,0,250,5000,0,0,82,20,1,1,0,261,1,0,1,0,0,0,1200000,0,0,1200000,0,0,0,0,0,0,0
2687,대전,어린이 미래도서관,0,0,0,0,0,0,0,1,1,0,1000,500,4500,0,0,120,12,1,1,0,2650,50,85,0,1,0,0,1000000,0,1000000,2000000,0,0,0,0,0,0,0
2688,대전,어린이책 읽새 골목길 작은도서관,0,0,0,0,0,0,0,1,0,0,300,100,3000,0,4,80,30,1,1,0,2610,10,20,1,1,0,0,8000000,7000000,10000000,25000000,1,3,3,30,1,1,20
2689,대전,어울림 하트도서관,0,0,1,0,1412000,0,0,1,1,0,1224,600,3161,0,0,97,30,1,1,0,7830,30,0,0,4,0,0,1080000,0,0,1080000,0,0,0,0,0,0,0
2690,대전,열두광주리어린이도서관,0,0,1,2,0,10,1,1,0,0,12,200,2000,0,0,105,25,1,1,0,6525,25,30,2,0,0,0,0,0,0,0,1,1,10,100,0,0,0
2691,대전,영광사립문고,0,0,1,0,1890000,0,0,1,0,0,200,142,2500,0,0,99,27,1,1,10,6260,20,20,2,0,0,0,1890000,0,6000000,7890000,1,2,4,25,1,2,10
2692,대전,예미지문고,0,0,1,0,2000000,0,0,1,1,0,2400,405,3353,0,0,72,23,1,1,0,2400,12,0,0,3,0,1,0,3960000,240000,4200000,0,0,0,0,0,0,0
2693,대전,예성도서관,0,0,1,0,2000000,0,0,1,0,0,50,130,2300,0,0,79,16,1,1,0,1305,5,28,0,7,0,0,2000000,3600000,2000000,7600000,1,1,1,7,1,1,4
2694,대전,예수마을문고,0,0,0,0,0,0,0,1,1,1,2000,50,9050,0,0,80,24,1,3,1,2610,10,0,0,20,0,0,862540,0,0,862540,0,0,0,0,0,0,0
2695,대전,예인회책방,0,0,1,2,0,0,1,0, , ,0,100,2000,0,0,50,7,0,0,0,1305,5,0,0,0,0,0,0,0,0,0,1,1,48,960,0,0,0
2696,대전,오류동 삼성아파트도서관,0,0,0,0,0,0,0,1,0,0,6743,453,7916,0,0,101,26,1,1,0,2410,10,2218,0,13,0,1,3744770,0,433451,4178221,1,0,0,0,3,38,36
2697,대전,오류동마을문고,0,0,0,0,0,0,0,1,0,0,820,339,3249,0,0,38,20,1,1,1,522,2,0,1,0,0,0,4310000,0,0,4310000,0,0,0,0,0,0,0
2698,대전,오정동작은도서관,0,0, ,0,0,0,0,1,1,0,659,388,5228,0,0,33,17,1,1,0,494,2,986,1,14,0,0,4400000,0,1500000,5900000,0,0,0,0,0,0,0
2699,대전,오정북카페,0,0,0,0,0,0,0,1,0,0,250,100,2200,2,4,48,15,1,1,0,1878,6,0,1,0,0,0,1000000,0,1000000,2000000,1,1,1,10,3,3,30
2700,대전,온천마을 작은도서관 ,0,0, ,0,0,0,0,1,1,1,20153,742,9296,0,0,196,40,1,2,1,8874,34,1777,0,9,0,0,13000000,0,20000000,33000000,1,7,56,853,3,24,365
2701,대전,옹달샘작은도서관,0,0,0,0,0,0,0,1,1,0,11520,2730,3788,0,3,215,60,1,1,0,3135,15,0,0,23,0,0,1500000,0,0,1500000,1,0,0,0,3,3,30
2702,대전,용두동 마을문고,0,0, ,0,0,0,0,1,0,0,1100,337,4115,0,0,72,22,1,1,0,1045,5,0,1,0,0,0,4000000,0,1020000,5020000,0,0,0,0,0,0,0
2703,대전,용전작은도서관,1,1,1,0,2500000,0,1,1,1,0,4560,500,3000,0,0,50,10,1,1,0,3756,12,0,1,1,1,1,3500000,0,500000,4000000,1,1,15,120,0,0,0
2704,대전,우리동네작은도서관,0,0,0,0,0,0,0,1,0,0,250,200,1400,0,12,66,12,1,1,0,783,3,0,0,3,0,0,500000,0,1000000,1500000,0,0,0,0,0,0,0
2705,대전,우리문고,0,0,1,0,1200000,0,0,1,0,0,600,150,3200,0,0,66,10,1,1,5,3130,10,0,1,0,0,0,1200000,0,0,1200000,1,1,10,80,0,0,0
2706,대전,우림문고(테크노12단지),0,0,1,0,3500000,0,0,1,0,0,6000,431,6746,0,0,123,36,1,1,0,5220,20,0,0,2,0,0,1200000,0,0,1200000,0,0,0,0,0,0,0
2707,대전,원신흥동어린이도서관,0,0, ,0,0,0,0,1,1,0,1400,981,6380,0,0,79,20,1,1,0,16965,65,0,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0
2708,대전,위즈덤하우스,0,0,0,0,0,0,0,1,0,0,5400,100,3900,1,3,66,15,0,0,0,2750,10,340,2,0,0,0,1000000,2000000,7000000,10000000,1,0,0,0,2,2,50
2709,대전,유천어린이도서관,0,0,0,0,0,0,0,1,0,0,500,50,3000,2,6,75,30,1,0,1,3130,10,0,1,0,0,0,500000,0,3600000,4100000,1,2,2,30,2,2,40
2710,대전,은행선화동마을문고,0,0, ,0,0,0,0,1,0,0,1500,414,2964,0,0,40,20,1,1,0,1044,4,0,0,0,0,0,4572900,0,447100,5020000,0,0,0,0,0,0,0
2711,대전,자람자람작은도서관,0,1,1,1,2000000,0,0,0, , ,0,273,4264,0,2,64,20,1,1,0,3130,10,22,1,4,0,0,2000000,0,1000000,3000000,1,1,4,57,1,1,5
2712,대전,자운마을 작은도서관,0,0, ,0,0,0,0,1,1,0,61738,1325,7056,0,0,99,25,1,1,1,24727,79,2832,0,9,0,0,13000000,0,20000000,33000000,1,7,51,564,8,58,663
2713,대전,전민가족도서관,0,0,0,0,0,0,0,1,1,0,864,120,2000,0,0,50,12,1,1,1,1565,5,0,0,3,0,0,12000000,0,0,12000000,1,0,0,0,1,2,50
2714,대전,주안문고,0,0,1,0,0,200,0,0, , ,0,200,1560,0,0,38,12,1,1,2,10016,32,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2715,대전,중리동작은도서관,0,0, ,0,0,0,0,1,1,0,2553,225,3521,0,0,60,10,1,1,0,1566,6,1808,1,24,0,0,1000000,1500000,0,2500000,0,0,0,0,0,0,0
2716,대전,중촌동마을문고,0,0, ,0,0,0,0,0, , ,0,475,3327,0,0,37,8,1,1,0,261,1,0,0,0,0,0,5020000,0,0,5020000,0,0,0,0,0,0,0
2717,대전,중촌마을어린이도서관'짜장',0,0,1,0,4140000,0,0,1,0,0,5750,350,6800,0,3,82,25,1,2,1,6264,24,2048,1,0,0,0,3200000,13000000,5000000,21200000,1,5,200,1400,3,15,124
2718,대전,짝꿍마을어린이도서관,0,0,1,0,4100000,78,0,1,1,0,50400,518,7782,0,2,118,40,1,2,0,9135,35,3321,0,16,0,1,2898000,4000000,8695710,15593710,1,3,70,1680,4,7,500
2719,대전,차오름어린이도서관,0,0,1,0,2000000,0,0,1,1,0,1196,250,8383,0,5,77,30,1,2,1,3915,15,38,1,10,0,0,2000000,0,3000000,5000000,1,1,32,320,4,312,750
2720,대전,창대문고,0,0,1,0,1200000,0,0,1,0,0,3000,250,5894,0,0,132,30,1,1,0,3130,10,0,1,0,0,0,1200000,0,0,1200000,0,0,0,0,0,0,0
2721,대전,천양원문고,0,0,1,0,3000000,364,0,0, , ,0,364,5964,0,0,84,8,1,0,14,12520,40,0,1,0,0,0,3000000,0,0,3000000,0,0,0,0,0,0,0
2722,대전,천일월드빌아파트 작은도서관,0,0,1,0,1890000,0,0,1,0,0,463,240,1674,0,0,107,38,0,0,0,3130,10,0,2,0,0,0,1890000,1200000,213000,3303000,0,0,0,0,0,0,0
2723,대전,청춘 책방 '책 한그릇',0,0,0,0,0,0,0,0, , ,0,796,1956,4,4,64,20,1,1,1,4695,15,0,1,0,0,0,1000010,0,1418300,2418310,1,1,6,30,1,6,50
2724,대전,초록우산도서관,0,0,1,0,100000,0,0,1,1,0,4040,124,5860,22,22,55,25,1,1,2,1565,5,798,1,18,0,0,1115000,0,4084000,5199000,1,4,51,460,0,0,0
2725,대전,큰빛문고,0,0,0,0,0,0,0,1,0,0,3600,150,4752,0,0,99,20,1,1,0,3650,10,0,1,0,0,0,1875000,0,0,1875000,0,0,0,0,0,0,0
2726,대전,탄허불교도서관,0,0,0,0,0,0,0,0, , ,0,0,1200,0,0,33,10,1,1,0,730,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2727,대전,태평1동 마을문고,0,0, ,0,0,0,0,1,0,0,50,415,6557,0,0,150,20,1,1,1,0,0,1225,1,0,0,0,3520000,0,1500000,5020000,1,0,0,0,1,10,130
2728,대전,트리풀시티아파트문고,0,0,0,0,0,0,0,0, , ,0,1553,3300,0,17,97,32,1,1,8,12520,40,0,1,2,0,0,200,0,0,200,0,0,0,0,0,0,0
2729,대전,파렌하이트아파트작은도서관,0,1,1,0,1890000,0,0,0, , ,0,2062,9268,2,2,59,20,1,1,0,10440,40,861,2,0,0,0,3600000,12000000,1000000,16600000,1,1,1,10,1,2,40
2730,대전,평강장로교회문고,0,0,1,0,1890000,0,0,1,0,0,500,400,3213,0,0,132,90,0,0,0,1825,5,0,1,4,0,0,1890000,0,0,1890000,1,1,20,100,0,0,0
2731,대전,푸른꿈도서관,0,0,0,0,0,0,0,1,0,0,3600,150,6000,0,0,70,40,1,1,0,3130,10,0,1,0,0,0,1875000,0,0,1875000,0,0,0,0,0,0,0
2732,대전,푸른솔문고,0,0,0,0,0,0,0,1,0,1,50,300,1800,25,30,51,22,0,0,0,8764,28,0,1,0,0,0,50000,0,0,50000,0,0,0,0,0,0,0
2733,대전,한라비발디아파트문고,0,0,1,0,3500000,0,0,1,1,0,14890,268,5986,0,0,205,22,1,1,0,4069,13,0,0,2,0,0,0,1200000,0,1200000,0,0,0,0,0,0,0
2734,대전,한마음문고,0,0,0,0,0,0,0,1,0,0,50,20,2000,1,1,60,25,1,1,2,3130,10,0,0,0,0,0,200000,0,7000000,7200000,0,0,0,0,0,0,0
2735,대전,한빛도서관,0,0,1,0,1890000,0,0,0, , ,0,260,5657,0,0,297,134,1,3,1,7199,23,1234,1,5,0,0,1890000,12600000,8111000,22601000,0,0,0,0,0,0,0
2736,대전,한빛문고,0,0,1,0,3500000,0,0,1,1,0,44000,0,21000,0,0,103,30,1,2,1,12520,40,0,0,6,0,0,9000000,0,0,9000000,0,0,0,0,0,0,0
2737,대전,한우리독서문화원,0,0,0,0,0,0,0,1,0,0,800,120,3000,1,1,148,60,1,1,1,2610,10,0,1,0,0,0,1000000,0,6000000,7000000,0,0,0,0,0,0,0
2738,대전,한우리독서운동본부,1,0,0,0,0,0,0,1,0,0,840,240,3000,5,4,53,30,1,1,1,5220,20,40,1,0,0,0,1560000,0,0,1560000,1,1,1,18,0,0,0
2739,대전,해뜰마을어린이도서관,0,1,1,0,2800000,0,0,1,0,1,17390,180,11561,0,2,114,70,1,1,1,12520,40,0,0,20,0,0,2800000,0,7200000,10000000,1,12,130,400,9,9,400
2740,대전,해바라기문고,0,0,0,0,0,0,0,0, , ,0,500,3000,1,1,90,15,0,0,0,7830,30,0,2,0,0,0,0,0,0,0,1,2,60,1200,0,0,0
2741,대전,행복한 작은 도서관,0,0,0,0,0,0,0,1,0,0,60,250,2500,2,6,63,20,1,3,0,1305,5,0,1,0,0,0,2000000,0,500000,2500000,1,1,5,25,1,20,200
2742,대전,행복한도서관,0,0,1,0,1200000,0,0,1,0,0,3000,150,6850,0,0,264,38,1,1,0,2610,10,0,1,0,0,0,1200000,0,0,1200000,1,0,0,0,8,8,100
2743,대전,호숫가마을어린이도서관,0,0,1,0,1200000,0,0,1,0,0,1200,110,1769,0,0,50,30,1,1,0,2610,10,0,1,0,0,0,1200000,0,0,1200000,1,0,0,0,1,6,50
2744,대전,회덕동작은도서관,0,0, ,0,0,0,0,1,0,0,70,150,2943,0,0,92,6,1,1,0,2610,10,0,1,9,0,0,1000000,1500000,0,2500000,0,0,0,0,0,0,0
2745,대전,회덕작은도서관,0,1, ,0,0,0,0,1,1,0,850,294,10037,0,0,177,50,1,2,15,3915,15,0,1,10,0,0,2500000,0,0,2500000,0,0,0,0,0,0,0
2746,대전,희망마을 작은도서관,0,0,1,0,0,0,0,1,1,0,9588,1361,9530,0,0,334,50,1,2,1,6786,26,0,0,4,0,0,13000000,0,20000000,33000000,1,5,134,1821,5,134,1820
2747,부산,EG글숲,0,1,1,1,7500000,105,4,0, , ,0,1870,8070,0,0,72,22,1,1,0,7830,30,979,0,18,0,0,9500000,0,0,9500000,1,1,3,18,1,12,250
2748,부산,LG메트로작은쌈지도서관,0,1,1,0,3000000,0,0,1,1,0,20000,800,17300,0,0,211,38,1,3,1,20000,80,210,0,35,0,1,5600000,0,10480000,16080000,1,2,24,240,4,96,1440
2749,부산,e-편한세상 작은도서관,0,0,0,0,0,0,0,1,0,0,1440,200,3500,3,3,34,17,0,0,0,1570,10,0,0,2,0,0,1000000,1000000,0,2000000,0,0,0,0,0,0,0
2750,부산,？다 작은도서관,0,0, ,0,0,0,0,0, , ,0,200,5000,0,0,150,15,1,3,0,62600,200,0,3,0,0,0,2000000,68250000,34853000,105103000,1,12,97,447,50,234,1341
2751,부산,가람뫼푸른꿈작은도서관,0,1,1,0,0,100,2,1,0,0,312,500,5000,0,0,76,34,1,1,2,9390,30,0,1,0,0,0,0,0,3600000,3600000,1,1,2,30,0,0,0
2752,부산,감만꿈터,0,0,1,1,0,202,0,1,1,0,2587,2714,6714,8,18,91,26,1,1,0,3756,12,371,0,8,0,0,1000000,0,509000,1509000,1,1,5,99,0,0,0
2753,부산,감만독서문화원,0,0,0,0,0,0,0,1,1,0,120,50,2000,0,0,83,15,0,0,0,9600,40,40,1,1,0,0,1200000,0,2400000,3600000,1,1,1,50,0,0,0
2754,부산,감천횃불작은도서관,1,0, ,0,0,0,0,1,0,1,4245,946,9886,0,0,132,20,1,1,2,7199,23,1895,0,0,0,0,4375000,4962875,11605000,20942875,1,2,20,143,4,138,223
2755,부산,거제2동새마을문고작은도서관,0,0,1,0,0,0,0,1,1,0,18204,742,14144,0,0,138,25,1,2,2,22223,71,566,1,14,1,0,5000000,17269430,16710000,38979430,1,18,141,2012,9,22,1313
2756,부산,고맙습니다 보물섬 작은도서관,0,0,1,0,0,160,2,1,1,0,4800,310,13184,0,4,218,81,1,3,2,18780,60,2300,2,4,0,0,600000,9400000,6800000,16800000,1,10,68,680,3,20,550
2757,부산,고맙습니다.글마루작은도서관,0,0, ,0,0,0,0,1,1,1,8797,791,11707,0,12,198,50,1,0,5,19093,61,224,3,0,1,0,5000000,78498660,33895240,117393900,1,10,332,1928,15,83,2017
2758,부산,고촌휴먼시아아파트 새마을문고,0,1,1,0,0,500,0,1,0,0,10909,1200,6000,5,5,123,40,1,1,2,3915,15,427,0,15,0,0,10000000,0,3000000,13000000,1,1,12,150,11,11,110
2759,부산,괴정3동 작은도서관,1,0,1,0,0,0,0,1,1,0,17735,270,12000,0,0,190,77,1,1,2,24090,66,1271,0,8,0,0,3000000,11200000,2440000,16640000,1,1,52,472,0,0,0
2760,부산,구서작은도서관,0,1,1,1,1150000,0,0,1,0,0,552,0,6190,0,30,99,20,1,1,0,2504,8,12,1,2,0,0,1700000,0,100000,1800000,1,2,32,28,2,32,60
2761,부산,그루터기 작은도서관,0,0,0,0,0,0,0,0, , ,0,200,1200,2,2,59,20,1,1,0,1305,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2762,부산,극동스타클래스작은도서관,1,1,1,0,0,200,0,1,0,1,1500,1000,6000,1,5,367,140,1,3,0,9390,30,0,0,12,0,0,2000000,0,0,2000000,1,0,0,0,1,40,600
2763,부산,글누리작은도서관,0,0,1,0,1100000,100,0,1,0,0,100,1000,9130,4,4,66,21,1,1,0,7830,30,0,1,0,0,0,1300000,1000000,3600000,5900000,0,0,0,0,0,0,0
2764,부산,글로벌 영어 작은도서관,0,0,1,0,0,0,1,1,0,0,300,500,2000,4,4,140,40,1,1,1,10955,35,35,1,20,0,0,10000000,8700000,1400000,20100000,1,2,20,70,4,20,35
2765,부산,금샘마을도서관,0,0,1,0,1100000,0,0,1,1,0,3000,800,8000,0,2,60,20,1,1,0,4695,15,910,0,0,0,0,1800000,8400000,6960000,17160000,1,0,0,0,4,50,150
2766,부산,금정문고,0,0,0,0,0,0,0,1,0,0,1400,500,2500,0,0,138,22,1,1,1,3130,10,0,0,0,0,0,1200000,0,0,1200000,0,0,0,0,0,0,0
2767,부산,금정산 SK VIEW 북카페,0,0,1,0,1100000,0,0,1,1,0,8000,1833,5260,0,0,99,20,1,1,0,9390,30,0,1,1,0,0,3500000,6000000,0,9500000,0,0,0,0,0,0,0
2768,부산,까치마을작은도서관,1,1,1,0,0,0,0,1,1,0,1255,651,3291,0,0,51,24,1,1,1,3756,12,176,0,0,0,0,5000000,28800000,7700000,41500000,1,2,28,99,1,8,24
2769,부산,깔깔도서관,0,0,1,0,0,100,2,0, , ,0,200,1200,1,1,93,12,1,1,0,785,5,0,0,0,0,0,1200000,2400000,480000,4080000,1,2,12,120,3,4,40
2770,부산,꽃마을 작은도서관,0,0,0,0,0,0,0,1,1,0,1141,251,3841,0,0,118,30,1,1,2,1565,5,332,0,2,0,0,900000,2400000,3190730,6490730,0,0,0,0,0,0,0
2771,부산,꽃마을작은도서관,0,0,1,0,0,10,0,1,0,0,180,150,1300,0,0,60,12,1,1,0,1672,8,0,2,0,0,0,0,0,2400000,2400000,1,1,6,12,0,0,0
2772,부산,꿈꾸는 도서관,0,0,0,0,0,0,0,1,0,0,10,20,1300,0,0,39,35,1,1,2,626,2,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2773,부산,꿈나무 작은도서관,1,1,1,1,0,500,20,1,1,1,100,300,1500,4,4,220,60,1,1,2,10440,40,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2774,부산,꿈드림 작은도서관,0,0, ,0,0,0,0,1,1,0,9369,1096,11634,0,0,83,25,1,1,0,19314,78,1847,0,1,1,1,7000000,0,9595000,16595000,1,4,58,1049,1,24,424
2775,부산,꿈드림 작은도서관,0,0,0,0,0,0,0,0, , ,0,0,1200,0,0,36,60,0,0,0,5220,20,0,0,0,0,0,0,0,0,0,1,1,1,140,1,1,140
2776,부산,꿈사다리 도서관,0,1,1,1,0,10,0,1,0,0,500,1000,2500,0,3,33,20,1,1,0,1099,7,0,0,3,0,0,1000000,0,0,1000000,0,0,0,0,0,0,0
2777,부산,꿈사랑 작은도서관,0,1,1,0,0,0,0,1,1,0,3130,585,10580,6,0,73,10,1,1,2,4069,13,244,0,2,0,0,4900000,0,5876000,10776000,1,1,1,15,1,1,20
2778,부산,꿈샘작은도서관,1,1,1,0,0,115,0,0, , ,0,250,4000,1,3,46,20,1,1,1,6000,30,0,2,2,0,0,1000000,0,0,1000000,1,2,1,30,2,2,40
2779,부산,꿈이 자라는 신평작은도서관,0,0,0,0,0,0,0,1,0,0,40199,261,15283,0,0,198,60,1,1,0,28170,90,743,0,2,1,0,9000000,7200000,1400000,17600000,0,0,0,0,0,0,0
2780,부산,꿈이 자라는 작은도서관,0,0,1,0,1000000,1000,0,0, , ,0,200,2200,1,2,60,20,1,1,5,1200,20,0,1,1,0,0,0,0,200000,200000,0,0,0,0,0,0,0
2781,부산,꿈자람 작은도서관,0,0,1,1,0,100,0,1,0,0,120,100,1200,0,0,50,8,1,1,1,420,4,0,1,0,0,0,300000,0,100000,400000,0,0,0,0,0,0,0
2782,부산,꿈자람터 작은도서관,1,1,1,0,0,30,0,1,1,0,200,140,1900,3,10,161,40,1,1,1,700,18,0,0,3,2,1,1200000,1400000,1000000,3600000,1,3,3,200,2,4,60
2783,부산,나눔작은도서관,0,0,1,0,3000000,0,0,1,1,0,3300,180,1850,0,0,85,36,1,1,0,1800,7,50,0,10,0,0,2000000,0,4500000,6500000,1,1,1,150,2,2,15
2784,부산,나드림작은도서관,0,1,0,0,0,0,0,1,1,0,200,3000,3000,0,0,34,18,1,1,1,3130,10,75,2,0,0,0,820000,300000,2720060,3840060,1,2,3,40,3,52,280
2785,부산,남산정 작은도서관,0,0,0,0,0,0,0,1,1,0,1440,624,5604,8,8,52,18,1,1,0,2504,8,280,1,0,0,0,2000000,0,1000000,3000000,1,1,28,420,1,1,20
2786,부산,남천천신협작은도서관,0,0,0,0,0,0,0,1,1,0,7200,400,16133,0,13,222,80,1,1,2,54750,150,6469,1,0,1,0,4000000,9600000,12000000,25600000,1,1,12,8,4,4,160
2787,부산,남항작은도서관,0,1, ,0,0,0,0,1,1,1,4140,400,7620,0,0,123,22,1,1,1,12520,40,968,0,2,0,0,1000000,0,1300000,2300000,1,5,15,340,1,8,320
2788,부산,노을나루길작은도서관,1,0,1,0,0,0,0,1,0,0,54000,273,18939,2,9,194,60,1,1,0,54750,150,5299,1,4,0,0,3000000,11440000,2000000,16440000,1,0,0,0,3,51,100
2789,부산,뉴라이프,0,1,1,2,0,200,0,1,0,0,100,400,6300,0,0,52,24,1,1,0,2400,10,20,0,0,0,0,0,1000000,5400000,6400000,1,1,1,20,1,1,20
2790,부산,늘소망 작은도서관,0,0,0,0,0,0,0,1,1,0,80,100,3600,1,3,44,15,1,1,1,1565,5,40,1,3,0,0,1000000,0,400000,1400000,0,0,0,0,0,0,0
2791,부산,늘푸른 도서관,0,0,1,0,3000000,300,0,1,0,0,2446,337,5338,0,0,73,38,1,1,2,10440,40,600,1,0,0,0,2000000,0,1000000,3000000,1,2,18,278,0,0,0
2792,부산,늘푸른도서관,0,0,0,0,0,0,0,1,1,0,500,300,4300,0,0,79,20,1,1,0,2871,11,0,1,15,0,0,300000,0,1500000,1800000,1,6,272,2800,12,12,120
2793,부산,다대2동 작은도서관,1,1,1,0,0,0,0,1,1,0,5968,264,18036,0,0,166,70,1,1,4,36500,100,100,0,1,0,0,3000000,11440000,1440000,15880000,0,0,0,0,0,0,0
2794,부산,다모아작은도서관,1,0,1,0,0,0,0,1,1,0,2498,115,3318,0,0,84,13,1,1,0,2498,19,271,0,0,0,0,3000000,0,5000000,8000000,1,1,6,15,0,0,0
2795,부산,다문화 어린이 도서관'모두',0,0,1,0,0,0,0,1,1,1,8000,2000,12000,5,8,138,30,1,1,1,9390,30,0,1,10,1,0,1178000,16904000,5300000,23382000,1,4,92,360,7,100,540
2796,부산,다문화도서관,0,0,1,1,0,36,0,1,0,0,300,126,3410,0,0,297,28,1,1,4,522,2,50,7,3,0,0,500000,0,40000,540000,1,0,0,0,8,74,800
2797,부산,다비다 도서관,0,0,0,0,0,0,0,1,0,0,300,0,1000,0,0,33,20,1,1,0,3650,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2798,부산,다원문고,0,1,0,0,0,0,0,1,0,0,180,150,6000,0,0,49,30,1,1,4,6260,20,0,1,0,0,0,0,0,0,0,1,3,144,15,0,0,0
2799,부산,닥밭골 작은 도서관,0,0,1,0,0,0,0,1,1,0,1950,1800,4800,0,0,86,8,1,1,1,7825,25,160,1,1,0,0,1000000,10000000,3400000,14400000,0,0,0,0,0,0,0
2800,부산,달맞이도서관,0,1,1,1,0,100,0,0, , ,0,500,3500,0,0,34,17,1,1,0,5742,22,0,1,4,2,0,0,6000000,2000000,8000000,1,0,0,0,4,96,336
2801,부산,달산누리,0,0,0,0,0,0,0,0, , ,0,5000,6500,0,0,126,20,1,1,2,6260,20,195,1,12,0,0,30000000,200000,3000000,33200000,0,0,0,0,0,0,0
2802,부산,달팽이작은도서관,0,0,1,0,0,200,1,1,1,0,13000,150,3000,1,10,88,20,1,1,1,522,2,400,1,0,0,1,1200000,0,360000,1560000,1,1,12,16,0,0,0
2803,부산,당감1동작은도서관,0,1,1,0,0,0,0,1,1,0,199,6000,6000,0,0,185,19,1,2,0,180,8,180,1,0,0,0,30000000,0,70000000,100000000,1,4,16,320,1,4,80
