지역,도서관명,도서구입비,인건비,운영비,합계
경기 안양시,럭키,1700000,0,1320000,3020000
경기 수원시,로뎀나무문고,0,0,0,0
경기 성남시,롯데캐슬,1000000,500000,0,1500000
경기 화성시,롯데캐슬,6803650,3560000,6871150,17234800
경기 용인시,롯데캐슬에코 북카페,700000,7000000,0,7700000
경기 고양시,리슈빌도서관(세솔책방),0,3500000,200000,3700000
경기 성남시,마루아라 작은도서관,0,0,0,0
경기 용인시,마북e편한세상 작은도서관,0,0,100000,100000
경기 남양주시,마석10리 언덕위의 꿈터,0,0,0,0
경기 김포시,마송휴먼시아 10단지 작은도서관,0,0,0,0
경기 의정부시,마을도서관 나무(명칭변경),0,0,0,0
경기 남양주시,마을사립문고,0,0,0,0
경기 수원시,마중물어린이전문도서관,0,0,3000000,3000000
경기 오산시,맑은누리도서관,0,0,250000,250000
경기 광명시,맑은샘 작은도서관,2000000,20800000,1200000,24000000
경기 의정부시,맑은샘도서관,3016260,2492500,5547290,11056050
경기 구리시,맑은샘문고,500000,0,0,500000
경기 화성시,맑은샘문고,1000000,0,200000,1200000
경기 안양시,맑은책내음,0,1700000,1320000,3020000
경기 수원시,매교동새마을문고,5000000,0,2400000,7400000
경기 수원시,매산동 새마을문고,5000000,0,2400000,7400000
경기 김포시,매수리마을작은도서관,2200000,0,0,2200000
경기 수원시,매탄1동 새마을문고,5000000,0,2400000,7400000
경기 수원시,매탄2동새마을문고,5000000,0,2400000,7400000
경기 수원시,매탄3동 새마을문고,5000000,0,2400000,7400000
경기 수원시,매탄4동 새마을문고,5000000,0,2400000,7400000
경기 의왕시,매화문고,1500000,0,1200000,2700000
경기 시흥시,맹꽁이책방,2000000,0,3500000,5500000
경기 남양주시,먹갓교회문고,0,0,0,0
경기 고양시,메가박스 어린이도서관,200000,33600000,2880000,36680000
경기 수원시,메가키즈박스도서관,4899800,0,0,4899800
경기 화성시,메타하나두리 작은도서관,200000,0,100000,300000
경기 양주시,명성작은도서관,0,0,1600000,1600000
경기 여주시,명품작은도서관,0,0,0,0
경기 안양시,명학마을,3000000,16000000,4200000,23200000
경기 안산시,모두어린이작은도서관,1500000,16969435,18206022,36675457
경기 의왕시,모란문고,1050000,0,0,1050000
경기 시흥시,목감영어도서관,5700000,12000000,2400000,20100000
경기 수원시,목양작은도서관,0,0,0,0
경기 연천군,무등실작은도서관,3046000,16338480,4154000,23538480
경기 화성시,무럭무럭도서관,2298300,0,10735820,13034120
경기 화성시,무지개 작은도서관,100000,0,6500000,6600000
경기 남양주시,무지개꿈문고,5100000,0,1650000,6750000
경기 파주시,무지개도서관,1608360,0,796870,2405230
경기 오산시,무지개도서관,2000000,14171000,1200000,17371000
경기 성남시,무지개뜨는언덕작은도서관,100000,200000,60000,360000
경기 평택시,무지개작은도서관,1000000,9000000,8400000,18400000
경기 오산시,무지개작은도서관,200000,0,1200000,1400000
경기 부천시,무지개작은도서관,20000000,5471960,11825000,37296960
경기 광주시,문광마을문고,500000,0,0,500000
경기 파주시,문발리도서관,5000000,20000000,10000000,35000000
경기 과천시,문원동새마을문고,1000000,0,600000,1600000
경기 고양시,문촌7단지도서관,500000,1920000,580000,3000000
경기 성남시,물푸레 작은도서관,3300000,800000,12800000,16900000
경기 용인시,물푸레도서관,4500000,3600000,120000,8220000
경기 용인시,물푸레마을 새빛 도서관,1300000,0,1000000,2300000
경기 용인시,미라클차일드어린이영어도서관,1000000,1500000,300000,2800000
경기 부천시,미소지움작은도서관,1200000,0,500000,1700000
경기 부천시,민들레 작은도서관,1000000,10000000,1000000,12000000
경기 남양주시,민들레문고,1200000,0,960000,2160000
경기 오산시,민들레어린이도서관,0,0,0,0
경기 수원시,민들레작은도서관,500000,0,7200000,7700000
경기 시흥시,민들레작은도서관,0,0,5000000,5000000
경기 부천시,민들레홀씨작은도서관,9799980,18496800,19830130,48126910
경기 김포시,민통선도서관,0,0,0,0
경기 양주시,밀물병영작은도서관,300000,0,0,300000
경기 용인시,바른샘도서관,1200000,500000,200000,1900000
경기 수원시,바른생협바로미도서관,0,8939000,8696277,17635277
경기 안양시,박달1동 작은도서관,500000,10800000,3700000,15000000
경기 화성시,반달작은도서관,2015290,3066510,1168200,6250000
경기 용인시,반도보라빌문고,0,0,0,0
경기 김포시,반도유보라 작은도서관,1434310,6480000,762780,8677090
경기 고양시,반디 작은도서관,2000000,1452000,8879000,12331000
경기 화성시,반딧불 작은도서관(팔탄),2603270,3500000,2481730,8585000
경기 화성시,반딧불 작은도서관(향남),0,0,0,0
경기 고양시,반딧불도서관,2400000,3600000,2160000,8160000
경기 용인시,반딧불이도서관,100000,150000,200000,450000
경기 양주시,반딧불이작은도서관,0,0,5400000,5400000
경기 시흥시,반석도서관,300000,300000,400000,1000000
경기 화성시,반올림 작은도서관,6520590,5040000,0,11560590
경기 안산시,반월햇빛작은도서관,16000000,8640000,21491000,46131000
경기 화성시,발안마을주공,1200000,4800000,0,6000000
경기 광명시,밝은빛 음악 영어 작은도서관,2000000,6000000,2400000,10400000
경기 광명시,밝은빛 작은도서관,3200000,47355000,50908600,101463600
경기 수원시,밤밭새마을문고,5000000,0,2400000,7400000
경기 용인시,밤토실어린이작은도서관,1500000,0,2900000,4400000
경기 군포시,밥상머리북카페,15073340,49487470,8204300,72765110
경기 고양시,배움과 나눔작은도서관,0,0,0,0
경기 용인시,백남준 라이브러리,5500000,23940000,9066000,38506000
경기 고양시,백마작은도서관,13598590,0,819920,14418510
경기 이천시,백사작은도서관,3500000,4800000,1200000,9500000
경기 양주시,백석한승작은도서관,0,0,3220000,3220000
경기 용인시,백암면 작은도서관,1500000,0,5640000,7140000
경기 고양시,백합 작은도서관,6000000,0,1000000,7000000
경기 의왕시,백합아파트문고,1900000,0,0,1900000
경기 용인시,버들치도서관,1124340,0,1275660,2400000
경기 부천시,범박휴먼시아2단지 작은도서관,0,1800000,1800000,3600000
경기 고양시,벧엘문고,0,0,0,0
경기 안양시,벽산,500000,0,2000000,2500000
경기 용인시,벽산도서관,1231150,2070000,0,3301150
경기 남양주시,별가람작은도서관 ,0,0,0,0
경기 남양주시,별내리슈빌작은도서관 ,0,0,0,0
경기 남양주시,별내칸타빌작은도서관 ,2000000,0,500000,2500000
경기 가평군,별빛도서관,0,0,0,0
경기 과천시,별양4단지 새마을문고,1000000,0,600000,1600000
경기 과천시,별양6단지새마을문고,1000000,0,600000,1600000
경기 광주시,보들리안도서관,3000000,0,6000000,9000000
경기 안산시,보라매어린이작은도서관,600000,4800000,400000,5800000
경기 안양시,보라미 작은도서관(교도소),1120000,0,0,1120000
경기 성남시,보람무지개작은도서관,1000000,2400000,5600000,9000000
경기 김포시,보름산 미술관 작은도서관,0,0,0,0
경기 부천시,보물단지작은도서관,5000000,32700000,19000000,56700000
경기 안양시,보물창고,1700000,0,1320000,3020000
경기 시흥시,보성아파트 희망도서실,0,0,0,0
경기 시흥시,복된교회문고,0,0,0,0
경기 부천시,복된교회작은도서관,1000000,0,0,1000000
경기 부천시,복사꽃필무렵작은도서관,10000000,21783140,21795000,53578140
경기 양주시,복지작은도서관,0,0,0,0
경기 안산시,본오1동작은도서관,20000000,43510000,48004000,111514000
경기 안산시,본오3동 장수작은도서관,7000000,0,12590000,19590000
경기 안산시,본오책누리도서관,0,0,20400000,20400000
경기 파주시,봄싹도서관,3600000,7200000,4800000,15600000
경기 화성시,봉담아이파크도서관,1000000,1200000,100000,2300000
경기 양주시,봉암작은도서관,10000000,28570000,28232000,66802000
경기 양주시,봉우작은도서관,0,0,1200000,1200000
경기 파주시,봉일천등용도서관,18203370,21230770,528650,39962790
경기 의왕시,부곡글고운도서관,11300000,57000000,2100000,70400000
경기 수원시,부광복지문고,400000,0,1350000,1750000
경기 안성시,부영도서관,7000000,20682380,6700400,34382780
경기 부천시,부천비전 작은도서관,1200000,14400000,7400000,23000000
경기 안양시,부흥동주민센타,1000000,0,0,1000000
경기 여주시,북내작은도서관,0,0,0,0
경기 남양주시,북스토리,2400000,0,0,2400000
경기 광명시,북스토리 작은도서관,4400000,3600000,3710000,11710000
경기 오산시,북카페 토기장이의 집,0,0,0,0
