지역,도서관명,건물면적,열람석,PC 유무,관리자용 컴퓨터,이용자용 컴퓨터
서울 강북구,책이랑 놀자,100,12,있다,1,0
서울 관악구,책이랑놀이랑도서관,210,15,있다,2,1
서울 노원구,책이랑친구랑작은도서관,142,8,있다,2,1
서울 송파구,책읽는 나무 의자,89,25,있다,1,0
서울 강북구,책읽는 마을,33,50,있다,1,0
서울 금천구,책읽는마을,36,22,있다,1,1
서울 양천구,책읽는쉼터,101,50,있다,1,0
서울 금천구,책읽는주민사랑방 작은도서관,33,10,있다,1,0
서울 강서구,책향기작은도서관,202,48,있다,1,1
서울 서대문구,천연동하늘샘작은도서관,167,18,있다,1,0
서울 서대문구,천연뜨란채문고,127,16,없다,0,0
서울 구로구,천왕이펜하우스3단지 작은도서관,52,20,있다,1,0
서울 강동구,천일어린이도서관,260,79,있다,2,0
서울 강동구,천호1동 마을문고,39,10,있다,1,0
서울 강동구,천호3동 마을문고,33,13,있다,1,0
서울 금천구,청개구리 작은도서관,104,11,있다,2,2
서울 중구,청구동 새마을작은도서관,191,30,있다,1,0
서울 관악구,청룡동 숯고을 작은도서관,74,20,있다,2,1
서울 관악구,청룡작은도서관,60,25,있다,2,2
서울 관악구,청림동 푸른숲 작은도서관,50,20,있다,2,1
서울 은평구,청소년도서관작공,66,22,있다,3,1
서울 용산구,청소년수련관 푸르미르,121,46,있다,2,1
서울 종로구,청운효자동 북카페,127,37,있다,1,1
서울 종로구,청파도서관,335,100,있다,1,2
서울 강동구,초대구름도서관,189,16,있다,1,0
서울 강남구,초록공간작은도서관,33,10,없다,0,0
서울 은평구,초록길도서관,101,40,있다,2,0
서울 도봉구,초록나라작은도서관,97,20,있다,1,0
서울 마포구,초록리본도서관,119,56,있다,1,1
서울 강서구,초록향기 작은도서관,200,28,있다,2,1
서울 노원구,초안산숲속작은도서관,292,110,있다,4,2
서울 광진구,카로스도서관,132,25,있다,1,0
서울 중랑구,카르포스 도서관,90,30,있다,2,1
서울 은평구,캐슬문고,128,35,있다,2,1
서울 구로구,코딱지 도서관,99,30,있다,1,4
서울 동대문구,콩나무 어린이도서관,102,30,있다,2,0
서울 구로구,큐브북카페,37,19,있다,1,0
서울 성북구,큰꿈 도서관,80,20,있다,1,0
서울 강서구,큰마음 작은도서관,73,30,있다,1,1
서울 종로구,통인 어린이 작은도서관,229,50,있다,4,6
서울 강북구,트리베라 1차 문고,40,40,있다,1,1
서울 구로구,파크푸르지오 도서관,102,48,있다,0,1
서울 광진구,평강마을도서관,165,36,있다,1,2
서울 양천구,평생학습센터작은도서관(구 양천도서방),94,50,있다,2,1
서울 강남구,푸르지오 책사랑,203,90,있다,1,1
서울 동작구,푸른 도서관,37,22,있다,1,0
서울 광진구,푸른꿈 도서관,33,10,있다,2,0
서울 구로구,푸른꿈북카페,36,39,있다,1,1
서울 구로구,푸른꿈작은도서관,66,60,있다,0,3
서울 양천구,푸른나래어린이도서관,401,30,있다,1,0
서울 양천구,푸른마을해바라기작은도서관(푸른마을1단지),33,22,있다,1,0
서울 노원구,푸른숲작은도서관,109,6,있다,1,0
서울 은평구,푸른작은도서관,65,38,있다,1,0
서울 은평구,푸른풀밭 작은도서관,95,30,있다,1,0
서울 마포구,풀뿌리문고,105,64,있다,1,0
서울 송파구,풍납1동새마을문고,62,12,있다,1,0
서울 구로구,풍성한 어린이 영어작은 도서관,148,30,있다,1,0
서울 은평구,풍성한알곡비젼도서관,85,34,있다,0,1
서울 중구,필동 새마을작은도서관,102,20,있다,2,0
서울 강서구,하늘꿈 문고,60,60,있다,1,0
서울 동대문구,하늘꿈문고,47,45,없다,0,0
서울 마포구,하늘꿈작은도서관,200,80,있다,1,0
서울 구로구,하늘마루 작은도서관(천왕 5단지),140,30,있다,1,0
서울 동작구,하늘사다리문고,53,20,있다,1,0
서울 서대문구,하늘샘어린이도서관,99,16,있다,1,1
서울 강북구,하늘씨앗작은도서관,99,30,있다,1,1
서울 노원구,하늘작은도서관,207,24,있다,2,1
서울 종로구,하늘폭포 도서관,108,40,있다,1,0
서울 노원구,하늘품작은도서관,168,20,있다,1,1
서울 노원구,한길문고,108,38,있다,2,7
서울 강서구,한길문고,79,20,있다,2,1
서울 영등포구,한믿음도서관,66,30,없다,0,0
서울 마포구,한사랑문고,53,32,있다,1,0
서울 양천구,한사랑작은도서관,49,32,있다,1,0
서울 동작구,한숲문고,63,30,있다,1,0
서울 성북구,한신휴(아)북카페,68,44,있다,1,1
서울 송파구,한아람 작은도서관,72,32,있다,0,1
서울 양천구,한어울터(신정이펜4단지),65,26,있다,1,0
서울 구로구,한우리 독서문화원,123,20,있다,1,0
서울 노원구,한울문고,70,30,있다,1,0
서울 중랑구,한울샘어린이도서관,33,10,있다,1,1
서울 노원구,한울작은도서관,79,20,있다,1,2
서울 관악구,한울타리도서관,66,30,있다,1,1
서울 강동구,함께크는우리,132,100,있다,1,0
서울 영등포구,함께하는문고,42,20,있다,1,0
서울 관악구,해성작은도서관,71,30,있다,1,0
서울 노원구,해솔작은도서관,70,16,있다,1,1
서울 마포구,해오름 문고,81,25,있다,1,0
서울 강동구,해오름 작은도서관,140,30,있다,2,0
서울 금천구,해오름 작은도서관,89,20,있다,1,1
서울 마포구,해오름작은도서관,168,20,있다,3,2
서울 용산구,햇빛꿈이있는도서관,33,20,없다,0,0
서울 서대문구,햇살도서관,74,25,있다,1,0
서울 은평구,햇살이 따뜻한 아이마루도서관,94,40,있다,1,1
서울 강동구,햇살작은도서관,66,10,있다,1,1
서울 성동구,행당2동 어린이 작은도서관,100,42,있다,1,2
서울 서대문구,행복작은도서관,92,25,있다,1,0
서울 구로구,행복한 작은도서관,52,20,있다,1,1
서울 양천구,행복한도서관,100,22,있다,1,0
서울 관악구,행운동 마루 작은도서관,56,20,있다,2,1
서울 송파구,헤브론,60,20,있다,1,0
서울 동작구,헤브론문고,60,100,있다,1,1
서울 종로구,혜성이야기 도서관,33,10,있다,1,0
서울 종로구,혜화마을 북카페,40,20,있다,1,0
서울 서대문구,호반재꿈작은도서관,91,30,있다,1,0
서울 종로구,홍파랑 북카페,34,10,있다,1,0
서울 강서구,화곡 푸르지오 도서관,297,24,있다,1,0
서울 강서구,화성교회작은도서관,57,17,있다,1,0
서울 광진구,화양동 새마을작은도서관,50,15,있다,1,0
서울 강서구,환원어린이작은도서관,224,60,있다,1,2
서울 중구,황학동 새마을작은도서관,137,24,있다,1,0
서울 동대문구,회기동 꿈자람 작은도서관,42,8,있다,1,0
서울 중구,회현동 작은도서관,86,34,있다,1,1
서울 은평구,효경골 마을문고,114,20,있다,1,3
서울 용산구,효창독서마당,169,40,있다,1,0
서울 용산구,효창사랑작은도서관,90,40,있다,1,2
서울 용산구,후암동 북&캠프,49,33,있다,1,1
서울 동대문구,휘경1동 새싹마루 작은도서관,148,24,있다,1,0
서울 동대문구,휘경2동 꿈빛누리 작은도서관,94,20,있다,1,2
서울 송파구,휴피아작은도서관,37,16,없다,0,0
서울 동작구,흑석동마을문고,99,24,있다,1,3
서울 강서구,희망문고,33,9,있다,1,7
세종 ,금남 작은도서관,99,20,있다,1,0
세종 ,부강 작은도서관,165,12,있다,3,1
세종 ,세종e편한세상아파트 작은도서관,202,64,있다,1,2
세종 ,소정작은도서관,160,32,있다,1,3
세종 ,이편한 작은도서관,103,16,없다,0,0
세종 ,전의도래샘 작은도서관,204,30,있다,1,0
세종 ,첫마을아파트 1단지 작은도서관,236,10,있다,1,0
세종 ,푸른나무 작은도서관,103,25,있다,1,0
세종 ,푸른작은도서관,64,25,있다,1,0
울산 북구,LG문화공간,50,20,있다,0,1
울산 울주군,가지산도서관,72,10,있다,1,1
울산 북구,고맙습니다북구다문화작은도서관,211,70,있다,2,1
울산 울주군,교동리슈빌,33,6,있다,1,1
울산 울주군,굴화강변월드메르디앙,145,32,있다,1,0
울산 북구,극동푸른문화공간,42,20,있다,1,0
울산 동구,꽃바위작은도서관,216,30,있다,2,1
울산 북구,꿈꾸는작은도서관,33,16,있다,1,1
울산 남구,꿈나래작은도서관,91,20,있다,2,0
울산 울주군,꿈나무,33,6,있다,1,0
울산 중구,꿈나무어린이문고,40,20,없다,0,0
울산 동구,꿈샘도서관,87,20,있다,1,0
울산 북구,꿈쟁이작은도서관,115,50,있다,1,0
울산 중구,꿈틀꿈틀작은도서관,65,30,있다,1,0
울산 동구,남목작은도서관,178,27,있다,3,2
울산 중구,남외 별빛 작은도서관,33,10,있다,1,2
울산 중구,남외푸르지오문고,66,20,있다,1,1
울산 울주군,느티나무,56,12,있다,1,0
울산 울주군,늘푸름,61,20,있다,1,1
울산 중구,다난작은도서관,39,10,있다,1,0
울산 북구,다울림작은도서관,116,45,있다,2,0
울산 중구,단장골북카페,92,20,있다,1,2
울산 울주군,대안현대,48,12,있다,1,1
울산 남구,대현동 마을문고,40,9,있다,1,0
울산 울주군,동문굿모닝힐푸른,49,20,있다,1,0
울산 울주군,동문햇살,46,16,있다,1,0
울산 울주군,동백도서관,132,12,있다,2,2
울산 울주군,동원,66,15,있다,1,1
울산 남구,드림작은도서관,80,20,있다,1,0
울산 북구,뚜벅이작은도서관,49,10,있다,2,0
울산 동구,로뎀나무작은도서관,67,30,있다,7,1
울산 남구,마이코즈문고,98,12,있다,1,0
울산 동구,맑은숲작은도서관,132,18,있다,2,0
울산 북구,매곡영어도서관,33,20,있다,1,1
울산 북구,명랑작은도서관,57,14,없다,0,0
울산 북구,명촌문고,82,48,없다,0,0
울산 남구,무거동 마을문고,99,24,있다,1,0
울산 울주군,미도파,59,14,있다,1,1
울산 남구,미소나눔도서관,145,145,있다,1,0
울산 동구,바다가 보이는 작은도서관,80,26,있다,6,1
울산 남구,바른아이어린이도서관,95,20,있다,0,1
울산 울주군,범서,74,16,있다,1,1
울산 울주군,보물섬,117,26,있다,1,0
울산 울주군,봉화,71,16,있다,1,0
울산 울주군,빛가람,80,10,있다,1,1
울산 남구,삼산동 마을문고,33,8,있다,2,0
울산 동구,상록수독서문화원,55,16,있다,0,1
울산 남구,선암동 마을문고,103,50,있다,1,0
울산 중구,세린작은도서관,738,120,있다,3,2
울산 남구,소풍작은도서관,114,26,있다,1,1
울산 중구,솔로몬도서관,110,21,있다,0,1
울산 남구,수암동 마을문고,57,9,있다,1,0
울산 남구,수암지역아동센터 문고,42,16,있다,1,0
울산 울주군,숲속문고,33,10,있다,1,0
울산 남구,신선산휴먼빌도서관,39,15,있다,1,0
울산 중구,신월도서관,48,12,있다,1,0
울산 남구,신정2동 마을문고,70,30,있다,1,0
울산 남구,신정3동 마을문고,45,8,있다,1,0
울산 남구,신정4동 마을문고,54,12,있다,1,0
울산 울주군,아너스빌,63,16,있다,1,1
울산 북구,아름드리작은도서관,79,20,있다,1,1
울산 동구,아우름쉼터 북카페,33,14,없다,0,0
울산 남구,야음롯데캐슬도서관,60,20,있다,1,0
울산 북구,양정작은도서관,134,20,있다,2,1
울산 북구,양정힐스테이트2차문고,38,30,있다,1,0
울산 중구,어깨동무도서관,43,30,없다,0,0
울산 울주군,어울림,137,14,있다,1,1
울산 중구,에일린의뜰문고,71,46,있다,1,0
울산 북구,엠코가온누리작은도서관,114,38,있다,1,0
울산 울주군,여울목,57,16,있다,1,0
울산 울주군,열린,85,12,있다,1,2
울산 북구,열린어린이문고,36,20,있다,4,1
울산 중구,옥골샘작은도서관,75,20,있다,1,3
울산 남구,옥현주공1단지책마루,33,20,있다,1,1
울산 남구,옥현주공2단지문고,68,21,있다,1,0
울산 남구,우리들만의공간,93,20,있다,3,5
울산 중구,우암작은도서관,50,35,있다,1,0
울산 중구,우정아이파크작은도서관,114,42,있다,1,0
울산 남구,울산감리교회문고,36,21,없다,0,0
울산 울주군,웅촌,66,12,있다,1,0
울산 북구,월드시티1 작은도서관,69,24,있다,1,0
울산 북구,월드시티2 작은도서관,85,20,있다,1,0
울산 남구,월봉도서관,336,66,있다,2,5
울산 중구,유곡푸르지오책마루도서관,105,32,있다,2,0
울산 울주군,은행나무,76,6,있다,1,0
울산 동구,작은도서관 더불어숲,132,55,있다,1,1
울산 중구,작은도서관 책마을,165,50,있다,1,1
울산 남구,재밌는도서관,34,12,있다,1,1
울산 동구,전하작은도서관,336,34,있다,3,3
울산 북구,정자작은도서관,48,20,있다,1,0
울산 중구,중부 우리들 작은도서관,118,20,있다,2,4
울산 울주군,지혜샘터,56,24,있다,0,1
울산 북구,책가방작은도서관,143,50,있다,1,0
울산 북구,책놀이터작은도서관,142,50,있다,1,1
울산 북구,책누리작은도서관,84,20,있다,1,1
울산 북구,책마루작은도서관,118,50,있다,1,0
울산 북구,책사랑작은도서관,69,34,있다,1,1
울산 중구,책의숲,86,20,있다,1,0
울산 울주군,청운,181,45,있다,1,0
울산 동구,초록우산북카페,55,18,있다,1,1
울산 동구,크레파스 작은도서관,50,20,있다,1,1
울산 울주군,큰꿈,98,30,있다,1,1
울산 동구,큰빛우리들문고,231,10,없다,0,0
울산 중구,태화루도서관,168,25,있다,3,2
울산 중구,페다고지,148,30,있다,3,0
울산 울주군,푸르지오,107,24,있다,2,0
울산 동구,푸르지오작은도서관,49,14,있다,1,0
울산 울주군,푸른,36,12,있다,1,0
울산 남구,푸른도서관,84,20,있다,1,0
울산 북구,푸른작은도서관,81,30,있다,1,1
울산 중구,학성작은도서관,58,16,있다,1,0
울산 울주군,한누리,67,24,있다,1,0
울산 동구,한마음도서관,226,70,있다,1,1
울산 중구,함월도서관,407,71,있다,3,2
울산 동구,해누리문고,132,25,있다,1,1
울산 울주군,해보리,62,25,있다,1,0
울산 북구,해솔작은도서관,53,16,있다,1,0
울산 울주군,해오름,66,15,있다,1,0
울산 중구,해오름작은도서관,64,25,있다,1,0
울산 울주군,햇빛,40,13,있다,1,0
울산 북구,햇살작은도서관,99,24,있다,2,0
울산 울주군,호반숲속,42,30,있다,1,0
울산 북구,화봉휴먼시아 문화공간,74,33,있다,1,0
울산 동구,화정작은도서관,83,15,있다,2,1
울산 울주군,황금똥,66,50,있다,1,0
울산 동구,휴(休) Book 사랑방,108,18,있다,1,0
울산 남구,휴(休)작은도서관,64,11,있다,1,1
인천 서구,가재울 작은도서관,66,40,있다,2,0
인천 서구,가정골 북카페,67,10,있다,1,3
인천 부평구,갈산밀알도서관,75,20,있다,1,2
인천 서구,거북골 작은도서관,42,20,있다,2,0
인천 서구,건지골 마을문고,74,20,있다,1,0
인천 서구,검4랑 꿈도서관,178,80,있다,1,0
인천 서구,검단3동 작은도서관,134,8,있다,1,0
인천 동구,고맙습니다솔향기작은도서관,180,24,있다,2,1
인천 계양구,고양골책둥지도서관,37,10,있다,1,3
인천 동구,골목작은도서관,64,20,있다,2,0
인천 남동구,광성독서클럽,233,50,있다,1,1
인천 강화군,교동화개작은도서관,119,30,있다,1,0
인천 남동구,그루터기도서관,385,90,있다,5,2
인천 연수구,글담 작은도서관,45,30,있다,1,1
인천 연수구,글마루,77,30,있다,0,2
인천 부평구,글마루도서관,198,25,있다,2,1
인천 서구,금곡하나아파트 문고,36,12,없다,0,0
인천 계양구,길벗어린이도서관,177,14,있다,2,0
인천 강화군,길상면 작은도서관,180,36,있다,1,4
인천 남동구,"길위의 꿈, 여행인문학도서관",109,26,있다,1,1
인천 계양구,까치말도서관,101,21,있다,1,0
인천 계양구,꾸메땅 작은도서관,132,30,있다,3,1
인천 서구,꿈꾸는 나무 도서관 ,94,30,있다,1,0
인천 남동구,꿈꾸는 도서관,60,36,있다,1,0
인천 남구,꿈꾸는 문고,33,15,있다,1,0
인천 서구,꿈꾸는 작은도서관,54,8,있다,1,0
인천 남동구,꿈꾸는 작은도서관 가온누리,50,16,있다,1,0
인천 서구,꿈꾸미 문고,89,20,있다,2,0
인천 중구,꿈나래 어린이도서관,201,60,있다,3,1
인천 서구,꿈나무 작은도서관,104,25,있다,0,1
인천 남동구,꿈나무도서관,72,30,있다,3,1
인천 계양구,꿈나무작은도서관,150,40,있다,1,0
인천 부평구,꿈나무작은도서관,164,50,있다,1,0
인천 남동구,꿈다락도서관,309,80,있다,2,1
인천 서구,꿈드림 작은도서관 ,60,24,있다,1,0
인천 남구,꿈드림작은도서관,50,13,있다,1,0
인천 부평구,꿈땅 도서관,152,35,있다,2,0
인천 서구,꿈마을 작은도서관,55,15,있다,1,0
인천 남구,꿈바라기 영어도서관,60,20,있다,1,0
인천 서구,꿈사랑 작은도서관 ,45,40,있다,2,0
인천 남동구,꿈사랑나눔 작은도서관,45,20,있다,1,0
인천 동구,꿈의별작은도서관,105,30,있다,1,0
인천 부평구,꿈이 있는 도서관,67,20,있다,1,0
인천 연수구,꿈이있는 작은도서관,49,12,있다,1,1
인천 계양구,꿈이있는 작은도서관,122,30,있다,1,0
인천 동구,꿈이크는작은도서관,56,40,없다,0,0
인천 남동구,나무와책도서관,129,12,있다,1,1
인천 부평구,누리보듬마을문고,37,15,있다,1,0
인천 서구,느티나무 문고,43,24,있다,0,1
인천 부평구,늘푸른도서관,68,30,있다,1,0
인천 연수구,늘푸른어린이도서관,186,30,있다,2,1
인천 중구,단비도서관,102,39,있다,1,2
인천 남동구,단풍마을 작은도서관,45,20,있다,1,1
인천 부평구,달팽이미디어도서관,100,50,있다,2,2
인천 연수구,더드림(The Dream)작은도서관,106,32,있다,1,0
인천 남동구,도림도서관,217,18,있다,1,0
인천 남구,도화꿈꾸는작은도서관,132,45,있다,1,0
인천 계양구,돌멩이국도서관,87,40,있다,2,0
인천 부평구,동그라미도서관,45,40,있다,1,0
인천 남구,동반작은도서관,120,50,있다,1,0
인천 부평구,동수작은도서관,109,30,있다,1,0
인천 중구,동인천동 작은도서관,98,12,있다,1,4
인천 서구,드림파크 어울림 1단지 문고 ,63,20,있다,1,0
인천 서구,드림하이 작은도서관,78,24,있다,1,0
인천 남동구,등대문고,52,20,있다,1,0
인천 남동구,등마루도서관,221,36,있다,1,1
인천 부평구,로뎀나무 문고,94,50,있다,1,0
인천 남동구,롯데캐슬작은도서관,300,36,있다,2,2
인천 부평구,마을도서관,117,24,있다,1,0
인천 남동구,마을안 작은도서관,49,20,있다,1,1
인천 남동구,마중물도서관,358,40,있다,2,1
인천 동구,만석비치타운작은도서관,100,40,있다,1,0
인천 남동구,만수3동작은도서관,257,40,있다,2,0
인천 남동구,만수4동둥지도서관,248,31,있다,1,2
인천 연수구,목민작은도서관,55,50,있다,1,1
인천 부평구,무지개도서관,103,30,있다,1,0
인천 계양구,무지개뜨는어린이도서관,108,40,있다,1,1
인천 서구,물푸레 작은도서관,179,18,있다,2,1
인천 서구,미추홀 작은도서관 ,79,15,있다,2,2
인천 부평구,민들레 작은도서관,176,30,있다,1,0
인천 연수구,민들레문고,65,25,있다,1,3
인천 서구,민들레작은도서관,144,30,있다,1,0
인천 강화군,바람숲그림책도서관,109,40,있다,2,1
인천 남동구,반디어린이도서관,396,200,있다,2,0
인천 남구,반딧불이 도서관,54,24,있다,1,0
인천 부평구,반석 작은도서관,46,12,없다,0,0
인천 남구,밝은웃음어린이도서관,212,30,있다,1,0
인천 서구,백합책마을 문고,45,10,없다,0,0
인천 남동구,범마을도서관,50,16,있다,1,0
인천 남동구,벽산도서관,48,72,있다,1,0
인천 남동구,별빛마을도서관,114,100,있다,1,0
인천 남동구,복E지문고,80,16,있다,1,0
인천 남구,복사꽃도서관,309,50,있다,2,1
인천 연수구,북센터,180,20,있다,1,0
인천 남동구,불서사랑도서관,200,28,있다,1,0
인천 강화군,사과나무작은도서관,42,20,없다,0,0
인천 서구,사닥다리 북카페 문고,132,40,있다,1,0
인천 서구,사랑의 작은도서관 북카페,59,20,있다,1,1
인천 부평구,산곡글향기도서관,143,40,있다,2,2
인천 남동구,산돌문고,171,15,있다,1,1
인천 남동구,산뒤마을작은도서관,33,16,있다,2,3
인천 남구,상떼빌도서관,45,25,없다,0,0
인천 동구,상상작은도서관,60,13,있다,1,0
인천 서구,새일꾼 작은도서관,38,6,있다,1,1
인천 부평구,샘터작은도서관,164,10,있다,1,3
인천 계양구,샛별도서관,44,10,있다,1,2
인천 서구,서인천월드메르디앙 문고,37,25,있다,1,0
인천 남동구,서창11단지 작은도서관,33,25,있다,1,0
인천 남구,석바위도서관,262,35,있다,3,2
인천 계양구,선한목자교회작은도서관,132,30,있다,0,1
인천 남동구,선향비전도서관,178,54,있다,1,0
인천 남동구,성산도서관,55,25,있다,1,0
인천 연수구,성지리벨루스도서관,60,17,있다,1,0
인천 남구,소금꽃도서관,597,36,있다,3,2
인천 남구,솔로몬문고,99,35,있다,2,1
인천 동구,솔방울작은도서관,109,20,있다,1,0
인천 동구,솔숲작은도서관,207,30,있다,1,0
인천 서구,솔지마을 문고,82,30,있다,1,1
인천 연수구,송도2동 작은도서관,175,26,있다,2,4
인천 동구,송림마을작은도서관,45,24,없다,0,0
인천 동구,송림휴먼시아작은도서관,219,20,있다,1,1
인천 서구,수정 작은도서관 ,33,10,있다,2,0
인천 강화군,순무작은도서관,136,14,없다,0,0
인천 남동구,숲속마을작은도서관,114,25,있다,0,1
인천 부평구,신나는 도서관,137,50,있다,1,1
인천 부평구,쑥덕쑥덕 작은도서관,42,20,있다,1,1
인천 동구,아침햇살작은도서관,144,16,있다,1,0
인천 부평구,아카데미 작은도서관,140,10,있다,1,0
인천 서구,어질내 문고,66,15,있다,1,3
인천 연수구,엄마사랑 작은도서관,36,20,있다,1,0
인천 남동구,에임하이 작은도서관,75,50,있다,1,0
인천 남동구,에코메트로11단지도서관,134,35,있다,1,0
인천 남동구,에코메트로한화12단지 도서관,42,22,있다,1,0
인천 부평구,엘림작은도서관,46,40,있다,1,3
인천 연수구,연수2동 작은도서관,204,55,있다,0,2
인천 서구,연희주민 문고,104,20,있다,1,0
인천 남동구,예꿈마을문고,38,24,있다,2,2
인천 남구,예꿈어린이도서관,47,10,있다,1,0
인천 남동구,예다원도서관,221,80,있다,1,4
인천 남구,오라작은도서관,407,18,있다,1,0
인천 연수구,옥련1동작은도서관,349,32,있다,2,2
인천 연수구,옥련2동 어린이 작은도서관,322,90,있다,3,6
인천 부평구,옹달샘 도서관,63,40,있다,1,0
인천 남동구,와글와글작은도서관,98,20,있다,1,1
인천 중구,용유동 작은도서관,33,6,있다,1,0
인천 남구,우각로문화마을 행복도서관,46,16,있다,1,0
인천 강화군,우리동네 영어도서관,49,8,있다,1,1
인천 서구,원당 작은 영어도서관 ,92,38,있다,2,0
인천 계양구,은행마을도서관,112,8,있다,1,4
인천 강화군,자람도서관,115,40,있다,1,2
인천 남동구,자람터작은도서관,54,35,있다,1,0
인천 연수구,작은도서관 너나들이,126,30,있다,1,0
인천 연수구,작은도서관 완두콩,63,20,있다,2,1
인천 서구,정다운 도서관,186,20,있다,2,1
인천 남구,제물포도서관,295,35,있다,2,2
인천 연수구,조약돌 북센터,222,20,있다,1,2
인천 서구,조은생각 BOOK CAFE,33,12,있다,1,1
인천 연수구,지혜샘터 작은도서관,55,25,있다,1,1
인천 계양구,지혜의숲도서관,46,12,있다,1,1
인천 연수구,짱뚱이어린이도서관,83,50,있다,1,1
인천 강화군,창의짱 작은도서관,34,20,없다,0,0
인천 부평구,청개구리어린이도서관,100,40,있다,2,0
인천 서구,청라 책나누미 CAFE,209,30,있다,1,2
인천 부평구,청소년인문학도서관 doing,99,50,있다,2,2
인천 서구,청소년인문학도서관 느루,198,20,있다,2,0
인천 남구,청운 꿈나무 문고,90,30,있다,1,2
인천 남동구,콩세알도서관,138,56,있다,5,2
인천 남구,큰나무도서관,148,55,있다,2,3
인천 남동구,큰사랑도서관,113,40,있다,1,3
인천 남동구,푸르내도서관,44,20,있다,1,0
인천 서구,푸른꿈 작은도서관 ,52,30,없다,0,0
인천 연수구,푸른마을함박도서관,121,30,있다,3,1
인천 서구,푸른샘 어린이도서관,62,16,있다,1,1
인천 남동구,푸른솔도서관,65,30,있다,1,0
인천 서구,푸른숲 작은도서관,33,10,있다,1,1
인천 동구,푸른숲작은도서실,33,10,없다,0,0
인천 계양구,푸른초장문고,123,36,있다,1,0
인천 서구,풀뿌리 미디어 도서관,96,20,있다,3,4
인천 부평구,품앗이어린이도서관,74,50,있다,1,1
인천 중구,하늘꿈 작은도서관,91,35,없다,0,0
인천 남구,하늘꿈도서관,240,60,있다,1,3
인천 남구,하늘문고,66,12,있다,1,0
인천 남동구,하늘문고,59,20,있다,1,0
인천 서구,하늘샘 작은도서관,99,50,있다,1,2
인천 강화군,하점작은도서관,65,8,있다,1,1
인천 계양구,학마을도서관,45,30,있다,1,0
인천 서구,한국민들레도서관,132,30,있다,2,1
인천 남동구,한마음도서관,99,39,있다,1,0
인천 남구,한소망작은도서관,42,10,있다,1,0
인천 남동구,한화에코메트로5단지도서관,213,50,있다,1,0
인천 부평구,해뜨는마을 도서관,99,25,있다,1,3
인천 동구,해맑은작은도서관,105,30,있다,1,3
인천 연수구,해맑음 작은도서관,66,25,있다,1,0
인천 연수구,해모로 도서관,71,18,있다,1,0
인천 부평구,해오름 작은도서관,76,34,있다,1,0
인천 남동구,햇살둥지어린이도서관,119,25,있다,1,1
인천 동구,햇살마루작은도서관,144,83,있다,1,0
인천 서구,행복한나라 문고,36,15,있다,1,1
인천 남동구,행복한작은도서관,100,40,있다,2,2
인천 남동구,향촌작은도서관,668,100,있다,2,1
인천 남동구,향촌휴먼시아2단지작은도서관,48,105,있다,1,0
인천 중구,현안 작은도서관,100,39,있다,3,3
인천 강화군,화도작은도서관 ,129,16,있다,1,3
인천 서구,회화나무 도서관,79,20,있다,3,0
인천 연수구,효민작은도서관,47,24,있다,1,0
인천 중구,휘란 작은도서관,100,8,있다,1,0
인천 부평구,희망천작은도서관,133,30,있다,1,3
인천 서구,힐데스 작은도서관 ,116,31,없다,0,0
전남 영암군,119작은도서관,62,11,있다,0,1
전남 신안군,wonderful English작은도서관,70,30,있다,1,0
전남 순천시,가곡옹달샘,143,40,있다,1,1
전남 담양군,강의새마을문고,140,50,없다,0,0
전남 여수시,개도 작은도서관,90,22,있다,0,1
전남 무안군,경남아너스빌 아파트 작은도서관,88,44,없다,0,0
전남 나주시,공산면작은도서관,168,45,있다,1,4
전남 고흥군,과역거쳐가는작은도서관,131,40,있다,1,1
전남 장흥군,관산읍작은독서실,33,10,없다,0,0
전남 여수시,광림작은도서관,101,20,있다,1,0
전남 광양시,광양시민도서문화원,81,30,있다,1,0
전남 구례군,구례중앙문고,50,40,없다,0,0
전남 곡성군,구름다리 작은도서관,43,24,있다,1,2
전남 무안군,구세군독서실,34,19,있다,1,6
전남 여수시,그리스도작은도서관,46,12,있다,1,0
전남 광양시,그린 작은도서관,126,30,있다,1,0
전남 고흥군,그린나래작은도서관,90,40,있다,1,1
전남 무안군,근화베아채 작은도서관,73,20,있다,1,0
전남 광양시,금호작은도서관,103,6,있다,1,0
전남 곡성군,길 작은 도서관,66,15,있다,1,0
전남 여수시,꿈꾸는 영어전문 작은도서관,129,48,있다,1,4
전남 보성군,꿈꾸는 작은도서관(청소년문화의집내),33,15,있다,1,0
전남 순천시,꿈꾸는숲속의작은도서관,254,41,있다,1,3
전남 나주시,꿈꾸는작은도서관,34,10,있다,2,0
전남 순천시,꿈나래작은도서관,122,60,있다,1,0
전남 화순군,꿈나무도서관,33,6,없다,0,0
전남 목포시,꿈나무작은도서관,99,30,있다,1,2
전남 목포시,꿈돌이작은도서관,218,60,있다,1,1
전남 여수시,꿈을키우는 작은도서관,180,24,있다,1,0
전남 나주시,꿈이있는 나주교회작은도서관,86,20,없다,0,0
전남 무안군,꿈이있는 문고,59,20,있다,1,1
전남 강진군,꿈이있는아동문고,99,30,있다,1,5
전남 영광군,낙월작은도서관,115,7,있다,1,2
전남 무안군,남악아이파크작은도서관,33,15,있다,1,0
전남 무안군,남악주공2단지 작은도서관,68,35,있다,1,0
전남 순천시,남양휴튼작은도서관,61,35,있다,1,1
