지역,도서관명,연간 증가 장서 수,총 보유 장서 수,연간 증가 연속간행물 수,현재 총 보유 연속간행물 수
울산 남구,옥현주공1단지책마루,776,5776,0,0
울산 남구,옥현주공2단지문고,725,8725,0,0
울산 남구,우리들만의공간,660,1860,4,4
울산 중구,우암작은도서관,300,3200,0,0
울산 중구,우정아이파크작은도서관,981,2000,1,1
울산 남구,울산감리교회문고,46,1346,0,0
울산 울주군,웅촌,254,5243,0,0
울산 북구,월드시티1 작은도서관,1385,3242,0,0
울산 북구,월드시티2 작은도서관,662,7277,0,0
울산 남구,월봉도서관,990,15260,0,8
울산 중구,유곡푸르지오책마루도서관,1414,3891,2,2
울산 울주군,은행나무,280,12813,0,0
울산 동구,작은도서관 더불어숲,764,5044,1,3
울산 중구,작은도서관 책마을,1003,14340,0,4
울산 남구,재밌는도서관,585,3600,0,0
울산 동구,전하작은도서관,1775,15864,0,6
울산 북구,정자작은도서관,153,4015,0,0
울산 중구,중부 우리들 작은도서관,300,1620,0,0
울산 울주군,지혜샘터,500,7000,0,0
울산 북구,책가방작은도서관,1258,7261,1,2
울산 북구,책놀이터작은도서관,687,6010,0,0
울산 북구,책누리작은도서관,592,6445,0,0
울산 북구,책마루작은도서관,837,6906,0,2
울산 북구,책사랑작은도서관,533,7941,0,5
울산 중구,책의숲,400,5688,0,0
울산 울주군,청운,355,7155,0,0
울산 동구,초록우산북카페,2000,2000,3,3
울산 동구,크레파스 작은도서관,102,2600,0,0
울산 울주군,큰꿈,200,3400,0,0
울산 동구,큰빛우리들문고,0,3880,0,0
울산 중구,태화루도서관,1531,7494,0,8
울산 중구,페다고지,800,3031,0,2
울산 울주군,푸르지오,546,10086,4,9
울산 동구,푸르지오작은도서관,110,4128,0,0
울산 울주군,푸른,320,7420,1,1
울산 남구,푸른도서관,809,2849,0,0
울산 북구,푸른작은도서관,901,8496,19,19
울산 중구,학성작은도서관,300,3792,0,0
울산 울주군,한누리,233,2884,0,0
울산 동구,한마음도서관,1477,26944,2,9
울산 중구,함월도서관,8630,8630,10,10
울산 동구,해누리문고,200,6000,20,20
울산 울주군,해보리,500,7000,0,0
울산 북구,해솔작은도서관,392,4935,1,3
울산 울주군,해오름,265,6584,0,0
울산 중구,해오름작은도서관,80,4800,0,0
울산 울주군,햇빛,300,5300,0,0
울산 북구,햇살작은도서관,200,6356,1,3
울산 울주군,호반숲속,200,6500,0,0
울산 북구,화봉휴먼시아 문화공간,417,5198,0,0
울산 동구,화정작은도서관,2329,15123,0,3
울산 울주군,황금똥,500,5000,0,0
울산 동구,휴(休) Book 사랑방,912,2064,0,0
울산 남구,휴(休)작은도서관,116,1416,0,0
인천 서구,가재울 작은도서관,0,7667,0,0
인천 서구,가정골 북카페,0,5123,0,0
인천 부평구,갈산밀알도서관,728,8601,0,0
인천 서구,거북골 작은도서관,1246,13870,0,0
인천 서구,건지골 마을문고,0,7500,0,0
인천 서구,검4랑 꿈도서관,729,8525,0,0
인천 서구,검단3동 작은도서관,810,10002,3,3
인천 동구,고맙습니다솔향기작은도서관,600,9450,0,28
인천 계양구,고양골책둥지도서관,1195,2485,0,0
인천 동구,골목작은도서관,497,8085,1,1
인천 남동구,광성독서클럽,150,2500,0,3
인천 강화군,교동화개작은도서관,300,10000,0,0
인천 남동구,그루터기도서관,580,15935,4,4
인천 연수구,글담 작은도서관,1574,2462,6,9
인천 연수구,글마루,300,3000,3,3
인천 부평구,글마루도서관,1004,7933,0,0
인천 서구,금곡하나아파트 문고,234,4665,0,0
인천 계양구,길벗어린이도서관,7714,7915,5,5
인천 강화군,길상면 작은도서관,400,12058,0,0
인천 남동구,"길위의 꿈, 여행인문학도서관",4500,4500,6,6
인천 계양구,까치말도서관,120,4105,0,0
인천 계양구,꾸메땅 작은도서관,1000,2000,1,1
인천 서구,꿈꾸는 나무 도서관 ,500,2800,0,0
인천 남동구,꿈꾸는 도서관,200,1300,3,5
인천 남구,꿈꾸는 문고,100,2700,0,2
인천 서구,꿈꾸는 작은도서관,341,4199,0,0
인천 남동구,꿈꾸는 작은도서관 가온누리,1000,1000,1,2
인천 서구,꿈꾸미 문고,150,4000,2,2
인천 중구,꿈나래 어린이도서관,803,9814,2,9
인천 서구,꿈나무 작은도서관,2506,10809,0,0
인천 남동구,꿈나무도서관,400,8400,2,4
인천 계양구,꿈나무작은도서관,300,1800,0,0
인천 부평구,꿈나무작은도서관,477,11430,0,0
인천 남동구,꿈다락도서관,1700,7500,2,8
인천 서구,꿈드림 작은도서관 ,0,1450,0,0
인천 남구,꿈드림작은도서관,80,2320,0,0
인천 부평구,꿈땅 도서관,1320,8000,0,0
인천 서구,꿈마을 작은도서관,200,1400,0,0
인천 남구,꿈바라기 영어도서관,500,1500,0,0
인천 서구,꿈사랑 작은도서관 ,3119,6139,3,3
인천 남동구,꿈사랑나눔 작은도서관,600,3000,5,5
인천 동구,꿈의별작은도서관,300,3401,0,2
인천 부평구,꿈이 있는 도서관,150,2500,0,0
인천 연수구,꿈이있는 작은도서관,469,1917,0,0
인천 계양구,꿈이있는 작은도서관,2587,5987,0,0
인천 동구,꿈이크는작은도서관,0,1300,0,0
인천 남동구,나무와책도서관,150,5000,2,2
인천 부평구,누리보듬마을문고,33,5073,0,2
인천 서구,느티나무 문고,72,6083,0,3
인천 부평구,늘푸른도서관,1611,10946,0,0
인천 연수구,늘푸른어린이도서관,426,8536,2,1
인천 중구,단비도서관,613,4156,0,0
인천 남동구,단풍마을 작은도서관,400,4500,1,2
인천 부평구,달팽이미디어도서관,597,11144,0,0
인천 연수구,더드림(The Dream)작은도서관,730,3900,0,0
인천 남동구,도림도서관,763,13435,4,4
인천 남구,도화꿈꾸는작은도서관,500,9460,1,1
인천 계양구,돌멩이국도서관,600,5100,2,5
인천 부평구,동그라미도서관,200,3500,0,0
인천 남구,동반작은도서관,5,1000,0,0
인천 부평구,동수작은도서관,664,7966,0,0
인천 중구,동인천동 작은도서관,800,3700,0,0
인천 서구,드림파크 어울림 1단지 문고 ,1082,2564,0,0
인천 서구,드림하이 작은도서관,160,2527,3,6
인천 남동구,등대문고,250,3000,0,0
인천 남동구,등마루도서관,943,12624,0,0
인천 부평구,로뎀나무 문고,0,10000,0,0
인천 남동구,롯데캐슬작은도서관,911,11092,2,2
인천 부평구,마을도서관,500,3500,0,0
인천 남동구,마을안 작은도서관,100,3500,0,3
인천 남동구,마중물도서관,798,10295,2,8
인천 동구,만석비치타운작은도서관,360,6000,1,1
인천 남동구,만수3동작은도서관,350,9120,0,0
인천 남동구,만수4동둥지도서관,500,10280,3,15
인천 연수구,목민작은도서관,937,7855,2,3
인천 부평구,무지개도서관,233,4843,0,0
인천 계양구,무지개뜨는어린이도서관,167,3000,0,0
인천 서구,물푸레 작은도서관,182,15621,0,4
인천 서구,미추홀 작은도서관 ,1500,1500,1,1
인천 부평구,민들레 작은도서관,779,11804,1,10
인천 연수구,민들레문고,170,2300,1,1
인천 서구,민들레작은도서관,558,2470,4,4
인천 강화군,바람숲그림책도서관,3000,3000,3,3
인천 남동구,반디어린이도서관,250,15000,5,6
인천 남구,반딧불이 도서관,1449,6368,4,6
인천 부평구,반석 작은도서관,500,1500,0,0
인천 남구,밝은웃음어린이도서관,646,10100,0,0
인천 서구,백합책마을 문고,20,2320,0,0
인천 남동구,범마을도서관,0,3000,0,0
인천 남동구,벽산도서관,107,8340,0,0
인천 남동구,별빛마을도서관,164,5888,3,6
인천 남동구,복E지문고,608,5296,4,12
인천 남구,복사꽃도서관,499,12200,4,4
인천 연수구,북센터,847,8398,0,0
인천 남동구,불서사랑도서관,512,6200,1,5
인천 강화군,사과나무작은도서관,500,2050,0,0
인천 서구,사닥다리 북카페 문고,350,4350,2,2
인천 서구,사랑의 작은도서관 북카페,1143,9560,0,0
인천 부평구,산곡글향기도서관,1135,8341,0,0
인천 남동구,산돌문고,1000,2068,0,2
인천 남동구,산뒤마을작은도서관,1000,2500,0,0
인천 남구,상떼빌도서관,150,3900,2,2
인천 동구,상상작은도서관,360,4400,4,0
인천 서구,새일꾼 작은도서관,138,1470,0,0
인천 부평구,샘터작은도서관,700,8976,0,0
인천 계양구,샛별도서관,160,3400,0,0
인천 서구,서인천월드메르디앙 문고,288,3734,0,0
인천 남동구,서창11단지 작은도서관,450,1500,0,0
인천 남구,석바위도서관,1424,14223,6,8
인천 계양구,선한목자교회작은도서관,250,2000,0,0
인천 남동구,선향비전도서관,510,3800,0,0
인천 남동구,성산도서관,466,3120,0,0
인천 연수구,성지리벨루스도서관,243,5150,2,3
인천 남구,소금꽃도서관,1296,17394,8,8
인천 남구,솔로몬문고,300,2500,4,12
인천 동구,솔방울작은도서관,360,3270,0,0
인천 동구,솔숲작은도서관,600,6600,0,24
인천 서구,솔지마을 문고,1100,5100,1,5
인천 연수구,송도2동 작은도서관,2286,10771,0,0
인천 동구,송림마을작은도서관,360,1700,0,0
인천 동구,송림휴먼시아작은도서관,360,1500,0,0
인천 서구,수정 작은도서관 ,550,3020,1,2
인천 강화군,순무작은도서관,0,3000,0,0
인천 남동구,숲속마을작은도서관,550,7900,0,0
인천 부평구,신나는 도서관,3226,10940,1,4
인천 부평구,쑥덕쑥덕 작은도서관,648,5125,0,3
인천 동구,아침햇살작은도서관,360,20000,0,10
인천 부평구,아카데미 작은도서관,61,2372,0,0
인천 서구,어질내 문고,200,3000,0,0
인천 연수구,엄마사랑 작은도서관,362,2593,0,0
인천 남동구,에임하이 작은도서관,2300,2300,0,2
인천 남동구,에코메트로11단지도서관,1221,8721,0,0
인천 남동구,에코메트로한화12단지 도서관,740,6086,0,0
인천 부평구,엘림작은도서관,257,6187,0,0
인천 연수구,연수2동 작은도서관,1861,11058,0,0
인천 서구,연희주민 문고,200,4000,2,2
인천 남동구,예꿈마을문고,200,3200,1,3
인천 남구,예꿈어린이도서관,0,1500,0,0
인천 남동구,예다원도서관,500,2500,0,0
인천 남구,오라작은도서관,300,1800,0,0
인천 연수구,옥련1동작은도서관,1592,13995,0,1
인천 연수구,옥련2동 어린이 작은도서관,1865,35746,1,11
인천 부평구,옹달샘 도서관,1000,7000,3,6
인천 남동구,와글와글작은도서관,1000,5800,2,1
인천 중구,용유동 작은도서관,200,3600,0,0
인천 남구,우각로문화마을 행복도서관,500,3500,2,3
인천 강화군,우리동네 영어도서관,300,1400,0,0
인천 서구,원당 작은 영어도서관 ,1600,2600,10,5
인천 계양구,은행마을도서관,374,5233,0,0
인천 강화군,자람도서관,1116,8518,1,9
인천 남동구,자람터작은도서관,320,6850,0,0
인천 연수구,작은도서관 너나들이,979,8656,3,5
인천 연수구,작은도서관 완두콩,1375,4530,0,2
인천 서구,정다운 도서관,0,4603,0,0
인천 남구,제물포도서관,868,9812,0,7
인천 연수구,조약돌 북센터,982,4033,5,10
인천 서구,조은생각 BOOK CAFE,700,2800,3,3
인천 연수구,지혜샘터 작은도서관,694,4545,0,0
인천 계양구,지혜의숲도서관,2128,5271,0,0
인천 연수구,짱뚱이어린이도서관,0,10533,10,10
인천 강화군,창의짱 작은도서관,0,1900,0,0
인천 부평구,청개구리어린이도서관,710,10311,2,3
인천 서구,청라 책나누미 CAFE,10658,10658,0,0
인천 부평구,청소년인문학도서관 doing,448,5890,0,3
인천 서구,청소년인문학도서관 느루,500,6000,1,5
인천 남구,청운 꿈나무 문고,1000,3000,3,5
인천 남동구,콩세알도서관,963,11000,4,9
인천 남구,큰나무도서관,1000,9000,3,6
인천 남동구,큰사랑도서관,1224,5000,2,10
인천 남동구,푸르내도서관,200,3000,2,6
인천 서구,푸른꿈 작은도서관 ,250,3320,3,3
인천 연수구,푸른마을함박도서관,1568,8653,0,5
인천 서구,푸른샘 어린이도서관,849,11047,0,5
인천 남동구,푸른솔도서관,389,8218,0,0
인천 서구,푸른숲 작은도서관,600,3500,1,4
인천 동구,푸른숲작은도서실,70,1000,0,0
인천 계양구,푸른초장문고,1620,16670,1,7
인천 서구,풀뿌리 미디어 도서관,300,4700,3,1
인천 부평구,품앗이어린이도서관,170,7843,1,10
인천 중구,하늘꿈 작은도서관,1100,2500,3,3
인천 남구,하늘꿈도서관,20,8520,0,2
인천 남구,하늘문고,100,2350,1,1
인천 남동구,하늘문고,133,2350,0,0
인천 서구,하늘샘 작은도서관,180,2000,0,0
인천 강화군,하점작은도서관,439,4500,0,0
인천 계양구,학마을도서관,500,1300,0,0
인천 서구,한국민들레도서관,1100,30000,2,9
인천 남동구,한마음도서관,1678,6712,0,0
인천 남구,한소망작은도서관,500,1500,0,0
인천 남동구,한화에코메트로5단지도서관,129,3747,0,0
인천 부평구,해뜨는마을 도서관,500,3500,0,0
인천 동구,해맑은작은도서관,299,4291,5,5
인천 연수구,해맑음 작은도서관,2605,5290,1,1
인천 연수구,해모로 도서관,214,3410,0,0
인천 부평구,해오름 작은도서관,2792,4700,0,0
인천 남동구,햇살둥지어린이도서관,911,7888,0,0
인천 동구,햇살마루작은도서관,360,9000,0,24
인천 서구,행복한나라 문고,300,3000,0,0
인천 남동구,행복한작은도서관,2052,5786,0,5
인천 남동구,향촌작은도서관,1160,12683,0,3
인천 남동구,향촌휴먼시아2단지작은도서관,1044,1044,0,0
인천 중구,현안 작은도서관,50,6050,0,0
인천 강화군,화도작은도서관 ,400,4825,0,0
인천 서구,회화나무 도서관,1730,10405,0,0
인천 연수구,효민작은도서관,304,3300,0,0
인천 중구,휘란 작은도서관,2500,6000,4,4
인천 부평구,희망천작은도서관,821,10474,24,24
인천 서구,힐데스 작은도서관 ,143,1039,0,0
전남 영암군,119작은도서관,1432,1432,0,0
전남 신안군,wonderful English작은도서관,0,1300,0,0
전남 순천시,가곡옹달샘,250,10000,1,2
전남 담양군,강의새마을문고,50,1000,0,0
전남 여수시,개도 작은도서관,721,3213,1,1
전남 무안군,경남아너스빌 아파트 작은도서관,0,2519,0,0
전남 나주시,공산면작은도서관,78,7200,0,0
전남 고흥군,과역거쳐가는작은도서관,1310,8541,5,5
전남 장흥군,관산읍작은독서실,70,1972,0,0
전남 여수시,광림작은도서관,374,3974,0,0
전남 광양시,광양시민도서문화원,500,8000,0,0
전남 구례군,구례중앙문고,70,5000,0,0
전남 곡성군,구름다리 작은도서관,150,1600,2,10
전남 무안군,구세군독서실,200,1200,12,12
전남 여수시,그리스도작은도서관,320,1800,0,0
전남 광양시,그린 작은도서관,0,3459,0,0
전남 고흥군,그린나래작은도서관,200,2050,1,1
전남 무안군,근화베아채 작은도서관,50,6313,0,0
전남 광양시,금호작은도서관,818,10860,0,0
전남 곡성군,길 작은 도서관,944,4500,0,8
전남 여수시,꿈꾸는 영어전문 작은도서관,472,3624,0,0
전남 보성군,꿈꾸는 작은도서관(청소년문화의집내),100,2100,2,42
전남 순천시,꿈꾸는숲속의작은도서관,254,13403,0,1
전남 나주시,꿈꾸는작은도서관,51,2600,0,0
전남 순천시,꿈나래작은도서관,1617,7317,2,2
전남 화순군,꿈나무도서관,0,1000,0,0
전남 목포시,꿈나무작은도서관,300,9400,0,0
전남 목포시,꿈돌이작은도서관,300,9728,0,0
전남 여수시,꿈을키우는 작은도서관,455,8000,0,0
전남 나주시,꿈이있는 나주교회작은도서관,20,1500,0,0
전남 무안군,꿈이있는 문고,120,2420,0,0
전남 강진군,꿈이있는아동문고,0,5000,0,0
전남 영광군,낙월작은도서관,0,3996,0,0
전남 무안군,남악아이파크작은도서관,0,4350,0,3
전남 무안군,남악주공2단지 작은도서관,199,2000,0,0
전남 순천시,남양휴튼작은도서관,200,2200,0,0
전남 순천시,남제자치,229,6544,3,0
전남 곡성군,녹색문고,900,9000,5,12
전남 광양시,농부네텃밭도서관,0,5000,0,0
전남 화순군,느티나무마을도서관,500,5000,3,5
전남 화순군,늘푸른문고,1723,3282,0,2
전남 장성군,다니엘작은도서관,500,4500,5,10
전남 보성군,다보리 작은도서관(보성문화원내),100,4300,2,52
전남 화순군,다사랑문고,1500,4500,3,3
전남 광양시,다은작은도서관,50,3100,0,2
전남 화순군,달빛작은도서관,100,2500,0,0
전남 강진군,대구 작은도서관,0,2500,0,0
전남 담양군,대덕문고(도서관),100,8500,0,0
전남 광양시,대림 미리내 작은도서관,472,4533,0,0
전남 나주시,대방반딧불작은도서관,100,9757,1,2
전남 순천시,대주2차푸른솔작은도서관,451,6233,0,0
전남 무안군,덕치도서관,0,1200,0,0
전남 강진군,도룡문고,0,2298,0,0
전남 신안군,도초작은도서관,270,5018,0,0
전남 고흥군,도화 푸른꿈 작은도서관,1310,6419,4,4
전남 완도군,동고교회문고,600,3500,0,2
전남 광양시,동광양 중부 작은도서관,200,4000,0,0
전남 광양시,동광양평화문고,20,1700,0,0
전남 순천시,동신별빛작은도서관,200,9660,0,1
전남 순천시,두산위브행복작은도서관,1000,8000,1,2
전남 해남군,디딤돌문고,200,3000,0,2
전남 여수시,로얄골드빌아파트 작은도서관,4473,4473,3,3
전남 순천시,롯데캐슬나눔작은도서관,854,7984,1,1
전남 해남군,마산신기문고,0,3000,0,0
전남 화순군,마중물작은도서관,150,1200,0,0
전남 순천시,매곡자치작은도서관,330,5415,3,1
전남 광양시,매화반딧불작은도서관,474,4857,0,0
전남 목포시,모아엘가작은도서관,0,1000,0,0
전남 여수시,목양작은도서관,104,2354,0,0
전남 광양시,무등작은도서관,507,5928,0,0
전남 목포시,무지개작은도서관,300,6378,0,0
전남 여수시,민들레작은도서관,1405,8814,10,30
전남 목포시,반딧불작은도서관,300,9070,0,0
전남 나주시,배꽃작은도서관,158,19461,0,0
전남 영광군,백수작은도서관,353,3961,0,0
전남 해남군,백호문고,100,2000,0,0
전남 영광군,법성작은도서관,406,4131,0,1
전남 순천시,별량첨산작은도서관,400,5500,1,3
전남 고흥군,봉래 한빛 작은도서관,1310,8717,4,4
전남 담양군,봉산문고(봉산지역아동센터),150,2000,0,0
전남 순천시,봉화호롱불작은도서관,624,6483,0,0
전남 나주시,봉황면작은도서관,70,12653,0,0
전남 장흥군,부산면 작은독서실,70,1523,0,0
전남 나주시,비단고을용문작은도서관,70,2400,0,0
전남 광양시,빛광양도서관,30,3000,0,0
전남 화순군,빛나라도서관,500,3600,3,3
전남 무안군,사랑으로열린(작은)도서관,0,1100,0,0
전남 강진군,산내들 지역아동센타,0,5200,0,0
전남 구례군,산동제일교회문고,100,4400,0,0
전남 여수시,삼일우리도서관,200,3500,1,1
전남 영암군,삼호벧엘작은도서관,367,2635,0,4
전남 순천시,상사용암,391,6600,4,4
전남 광양시,새마을꿈나무 작은도서관,150,4235,0,0
전남 광양시,새마을문고 늘푸른도서관,400,5000,0,0
전남 여수시,샘뿔인문학연구소작은도서관,150,2950,3,4
전남 나주시,샘터작은도서관,50,3000,0,0
전남 장성군,샬롬작은도서관,1000,1100,2,2
전남 순천시,서면자치작은도서관,233,5204,0,0
전남 곡성군,석청도서관,200,9600,0,0
전남 화순군,세빛도서관,800,3100,1,1
전남 광양시,송보 영어 작은 도서관,536,4563,0,0
전남 광양시,송보꿈사랑도서관,500,4700,0,0
전남 순천시,송촌 글마루작은도서관,559,7797,5,1
전남 순천시,순천만작은도서관,297,8000,0,0
전남 순천시,순천생각나무작은도서관,447,7049,16,2
전남 순천시,순천시호두작은도서관,119,5968,5,7
전남 순천시,순천용오름작은도서관,120,3705,0,0
전남 목포시,숲속작은도서관,2520,2520,0,0
전남 순천시,승주꿈꾸는,180,5900,0,0
전남 여수시,신기작은도서관,0,2532,0,0
전남 순천시,신대중흥글마루작은도서관,0,2000,0,0
전남 무안군,신동아파밀리에문고,0,5500,0,0
전남 해남군,신방마을문고,0,2110,0,0
전남 무안군,신성작은도서관,0,2000,0,0
전남 순천시,신성풀꽃작은도서관,297,3915,0,0
전남 순천시,신원푸른숲작은도서관,350,5000,0,0
전남 완도군,신지햇살작은도서관,576,2348,1,1
전남 곡성군,심청골 작은도서관,700,8000,5,6
전남 곡성군,심청효문화센터 작은도서관,100,1500,0,0
전남 광양시,써니벨리도서관,200,3000,0,0
전남 여수시,씨티작은도서관,1098,1098,9,9
전남 무안군,아낌없이주는나무 작은도서관,200,14531,5,10
전남 나주시,아이뜰작은도서관,45,2396,0,0
전남 여수시,아이와 엄마 작은도서관,44,2054,4,4
전남 여수시,아주타운 작은도서관,374,4890,0,0
전남 화순군,안심작은도서관,0,1200,0,0
전남 목포시,어깨동무작은도서관,0,1500,0,0
전남 여수시,여서주공작은도서관,301,3069,0,0
전남 여수시,여수중부작은도서관,271,5766,1,11
전남 목포시,연꽃작은도서관,300,3243,4,4
전남 순천시,연동대주,247,8944,0,0
전남 여수시,열린도서관,200,2000,2,1
전남 광양시,예닮문고,200,1500,0,0
전남 나주시,오계작은도서관,58,2396,0,0
전남 곡성군,오산독서회 작은도서관,100,3000,0,0
전남 목포시,옥암꿈나무작은도서관,0,2000,0,0
전남 목포시,옹달샘작은도서관,300,7137,1,1
전남 완도군,완도제일작은도서관,200,5000,2,2
전남 순천시,왕조2동자치작은도서관,320,7862,0,0
전남 순천시,우성반딧불작은도서관,313,6675,1,1
전남 무안군,운남 에덴문고,0,3650,0,0
전남 여수시,웅천지웰 작은도서관,1000,4000,0,0
전남 곡성군,원등교회문고,50,3200,20,3
전남 여수시,원앙작은도서관,304,4442,3,3
전남 무안군,원평산 작은도서관,1800,1800,0,0
전남 함평군,월야작은도서관,80,3992,0,0
전남 장흥군,유치면 작은 도서실,70,4619,0,0
전남 목포시,은하수작은도서관,300,10834,0,0
전남 무안군,자람터 작은도서관,1876,1876,0,0
전남 신안군,자은구영마을도서관,0,2885,0,0
전남 순천시,작은나무작은도서관,445,6065,2,8
전남 신안군,장산작은도서관,276,2126,0,0
전남 여수시,장성도서관,200,1900,0,0
전남 장흥군,장평면작은독서실,70,2479,0,0
전남 장흥군,장흥 건산2차 휴먼시아 작은도서관,70,1770,0,0
전남 순천시,저전자치작은도서관,218,4098,0,0
전남 나주시,제일작은도서관,0,3300,0,0
전남 순천시,조곡자치작은도서관,307,5527,0,0
전남 순천시,조례금호작은도서관,144,5922,0,0
전남 순천시,조례종합복지관 작은도서관,322,5109,1,1
전남 강진군,좋은문고,500,3000,0,0
전남 곡성군,주산문고,300,4000,2,2
전남 순천시,주암광천작은도서관,156,8899,0,0
전남 여수시,주은금호 작은도서관,288,2509,0,0
전남 곡성군,죽곡농민열린도서관,750,15000,2,3
전남 여수시,중앙작은도서관,376,1382,0,0
전남 신안군,증도작은도서관,210,5141,0,0
전남 신안군,지도작은도서관,90,4056,0,0
전남 화순군,지혜샘어린이문고,100,1500,0,0
전남 진도군,진도문화원 학고도서관,400,15000,20,70
전남 여수시,책이랑나랑작은도서관,822,6719,2,2
전남 순천시,책이랑툇마루작은도서관,230,4127,0,0
전남 목포시,청개구리작은도서관,450,3007,0,0
전남 완도군,청산지리문고,200,5000,2,2
전남 나주시,청소년수련관북카페,0,1200,0,0
전남 영암군,청용도서관,100,1700,0,0
전남 목포시,초롱초롱작은도서관,300,5798,0,0
전남 광양시,태금샬롬도서관,300,1500,0,0
전남 광양시,태인 작은 도서관,381,4947,0,0
전남 나주시,파랑새작은도서관,50,1324,0,0
전남 순천시,파랑새작은도서관,604,6216,0,0
전남 순천시,푸르미작은도서관,294,5121,2,2
전남 영암군,푸른나무 작은도서관,135,1635,2,2
전남 장흥군,푸른독서실,70,2119,0,0
전남 목포시,푸른솔작은도서관,4000,3153,0,0
전남 여수시,푸른정원작은도서관(구 두란노서원문고),346,5244,1,10
전남 강진군,풀꽃문고,0,2000,0,0
전남 순천시,풍덕금호작은도서관,254,5722,0,0
전남 순천시,피오레작은도서관,720,9695,2,2
전남 목포시,피터팬작은도서관,300,9400,0,0
전남 여수시,필립영어도서관,0,1000,1,1
전남 광양시,필유사랑나눔도서관,100,1300,0,0
전남 순천시,하날다래작은도서관,547,7290,1,7
전남 곡성군,하늘나리 작은도서관,0,1500,0,0
전남 목포시,하늘을나는도서관,2000,4800,2,3
전남 완도군,하리작은도서관,0,1500,0,0
전남 신안군,하의작은도서관,409,2029,0,0
전남 여수시,학마을 작은도서관,290,5226,23,23
전남 여수시,한려작은도서관,693,7493,0,2
전남 영암군,한마음문고,500,2500,1,2
전남 여수시,한빛문고,100,3600,1,2
전남 영암군,한울타리작은도서관,1500,2500,1,1
전남 담양군,한이직기념도서관,2000,62000,0,4
전남 화순군,한천하누리작은도서관,300,2000,0,0
전남 여수시,함께하는 작은도서관,345,2601,0,0
전남 해남군,해남다문화작은도서관,0,2000,0,0
전남 여수시,해들누리작은도서관,1100,7484,2,4
전남 순천시,해룡성산도서관 ,236,4152,0,0
전남 순천시,해룡소안작은도서관,465,5173,0,0
전남 나주시,해맑음작은도서관,65,5000,0,0
전남 화순군,해망마을도서관,250,2600,1,1
전남 함평군,해보작은도서관,87,7827,0,0
전남 나주시,해오름작은도서관,65,13000,0,0
전남 여수시,현천작은도서관(구 현천문고),1063,6063,1,5
전남 순천시,호반2차꿈꾸는작은도서관,460,3132,0,0
전남 영광군,홍농작은도서관,879,16281,0,2
전남 구례군,홍당무어린이도서관,0,2000,0,0
전남 화순군,화순작은도서관,20,3000,1,3
전남 화순군,화순중앙도서관,22,2554,1,3
전남 해남군,황산면주민자치센터작은도서관,278,5278,0,0
전남 장흥군,회진 청소년 문화의집,70,2549,0,0
전남 무안군,훈민정음 작은도서관,500,3000,0,0
전남 순천시,흑두루미작은도서관,1077,5223,0,0
전남 여수시,희망도서관 꿈이룸방,300,8000,1,1
전남 여수시,힐스테이트 행복 작은도서관,0,1000,0,0
전북 김제시,JG작은도서관,411,8570,5,5
전북 전주시,간납대작은도서관,547,1680,0,0
전북 정읍시,감골작은도서관,375,2131,0,0
전북 전주시,개골개골도서관,500,21700,0,0
전북 부안군,개암작은도서관,328,3792,23,6
전북 전주시,건지산숲속작은도서관,357,1642,0,0
전북 김제시,검산 작은도서관,588,5065,12,10
전북 군산시,경암작은도서관,160,5000,0,4
전북 완주군,경천애인작은도서관,225,2723,1,3
전북 정읍시,고부작은도서관,450,3011,0,0
전북 고창군,고수해마루작은도서관,1139,8730,5,5
전북 부안군,고인돌작은도서관,428,7445,23,7
전북 전주시,곰솔나무 작은도서관 ,0,12000,0,0
전북 전주시,광선문고,100,3000,30,3
전북 김제시,교동골 작은도서관,1715,8573,22,22
전북 군산시,구세군 엘림문고,0,2500,0,0
전북 군산시,구암작은도서관,1055,17973,10,20
전북 완주군,구이모악작은도서관,390,8944,2,10
전북 전주시,글마당작은도서관,426,5031,0,0
전북 익산시,글마루작은도서관,767,11325,0,88
전북 고창군,글마루작은도서관,1341,11009,0,8
전북 남원시,금동꿈나무문고,132,2263,0,0
전북 남원시,금동작은도서관,841,3490,0,0
전북 전주시,금호작은도서관,558,6620,2,3
전북 김제시,길보작은도서관,714,11026,0,0
전북 익산시,깊은샘작은도서관,800,11047,0,5
전북 정읍시,꽃들의둥지 문고,0,2011,0,0
전북 남원시,꿈그린 작은도서관,457,3560,0,4
전북 익산시,꿈꾸는뜰 어린이도서관,662,13983,0,3
전북 전주시,꿈나무도서관 ,1800,10000,0,0
전북 전주시,꿈나무문고,0,2000,0,0
전북 전주시,꿈드리작은도서관,1189,7589,0,0
전북 익산시,꿈드림작은도서관,1951,5148,2,2
전북 전주시,꿈마을작은도서관 ,250,6300,5,5
전북 전주시,꿈밭장애인 작은도서관,751,4627,10,32
전북 전주시,꿈이있는나무작은도서관,627,9473,0,0
전북 익산시,꿈틀문고,300,5504,0,0
전북 전주시,나래영상도서관,0,3000,2,2
전북 군산시,나운작은도서관,1077,13295,8,23
전북 군산시,나포작은도서관,1290,13161,11,22
전북 남원시,남원독서문화원,200,1500,3,15
전북 익산시,낭산작은도서관,603,4326,3,4
전북 진안군,노계3동뜨란채 작은도서관,402,7000,0,0
전북 남원시,노암마을문고,192,10000,0,0
전북 군산시,노인종합복지관작은도서관,512,4361,0,0
