지역,도서관명,상호대차 유무,순회사서 유무,지원 여부,지원인력,지원예산,지원장서,지원프로
울산 중구,신월도서관,그렇지 않다,그렇지 않다,그렇다,0,0,0,0
울산 남구,신정2동 마을문고,그렇지 않다,그렇지 않다, ,0,0,0,0
울산 남구,신정3동 마을문고,그렇지 않다,그렇지 않다,그렇다,0,0,0,0
울산 남구,신정4동 마을문고,그렇지 않다,그렇지 않다,그렇다,0,0,0,0
울산 울주군,아너스빌,그렇지 않다,그렇지 않다,그렇다,0,0,0,6
울산 북구,아름드리작은도서관,그렇지 않다,그렇지 않다,그렇다,0,16500000,0,0
울산 동구,아우름쉼터 북카페,그렇지 않다,그렇지 않다,그렇다,0,20000000,0,0
울산 남구,야음롯데캐슬도서관,그렇지 않다,그렇지 않다,그렇다,0,800000,0,0
울산 북구,양정작은도서관,그렇다,그렇지 않다,그렇다,1,10400000,135,2
울산 북구,양정힐스테이트2차문고,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
울산 중구,어깨동무도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
울산 울주군,어울림,그렇지 않다,그렇지 않다,그렇다,0,2000000,0,2
울산 중구,에일린의뜰문고,그렇지 않다,그렇다,그렇다,1,0,0,0
울산 북구,엠코가온누리작은도서관,그렇다,그렇다,그렇다,0,10400000,0,0
울산 울주군,여울목,그렇지 않다,그렇지 않다,그렇다,0,2000000,77,3
울산 울주군,열린,그렇지 않다,그렇다,그렇다,1,2000000,67,1
울산 북구,열린어린이문고,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
울산 중구,옥골샘작은도서관,그렇지 않다,그렇지 않다,그렇다,0,0,0,0
울산 남구,옥현주공1단지책마루,그렇지 않다,그렇지 않다,그렇다,0,600000,0,0
울산 남구,옥현주공2단지문고,그렇지 않다,그렇지 않다,그렇다,0,800000,0,0
울산 남구,우리들만의공간,그렇지 않다,그렇지 않다,그렇다,0,800000,0,0
울산 중구,우암작은도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
울산 중구,우정아이파크작은도서관,그렇지 않다,그렇지 않다,그렇다,0,1400000,54,1
울산 남구,울산감리교회문고,그렇지 않다,그렇지 않다,그렇다,0,600000,0,0
울산 울주군,웅촌,그렇다,그렇지 않다,그렇다,0,0,0,0
울산 북구,월드시티1 작은도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
울산 북구,월드시티2 작은도서관,그렇지 않다,그렇지 않다,그렇다,0,2000000,0,0
울산 남구,월봉도서관,그렇다,그렇지 않다,그렇다,0,0,0,0
울산 중구,유곡푸르지오책마루도서관,그렇지 않다,그렇다,그렇다,1,1400000,135,10
울산 울주군,은행나무,그렇다,그렇지 않다,그렇다,0,0,0,0
울산 동구,작은도서관 더불어숲,그렇지 않다,그렇지 않다,그렇다,1,11760000,77,1
울산 중구,작은도서관 책마을,그렇지 않다,그렇다,그렇다,0,3980000,104,2
울산 남구,재밌는도서관,그렇지 않다,그렇지 않다,그렇다,0,600000,0,0
울산 동구,전하작은도서관,그렇지 않다,그렇지 않다,그렇다,0,0,0,0
울산 북구,정자작은도서관,그렇지 않다,그렇지 않다,그렇다,0,2000000,0,0
울산 중구,중부 우리들 작은도서관,그렇지 않다,그렇다,그렇다,1,0,300,0
울산 울주군,지혜샘터,그렇지 않다,그렇지 않다,그렇다,0,0,400,4
울산 북구,책가방작은도서관,그렇지 않다,그렇지 않다,그렇다,0,10400000,0,0
울산 북구,책놀이터작은도서관,그렇지 않다,그렇지 않다,그렇다,0,10400000,97,1
울산 북구,책누리작은도서관,그렇지 않다,그렇지 않다,그렇다,0,10400000,223,2
울산 북구,책마루작은도서관,그렇지 않다,그렇지 않다,그렇다,0,10400000,249,7
울산 북구,책사랑작은도서관,그렇지 않다,그렇지 않다,그렇다,0,10400000,109,3
울산 중구,책의숲,그렇지 않다,그렇다,그렇다,1,1100000,60,2
울산 울주군,청운,그렇지 않다,그렇지 않다,그렇다,0,2280000,141,2
울산 동구,초록우산북카페,그렇지 않다,그렇지 않다,그렇다,0,20000000,0,0
울산 동구,크레파스 작은도서관,그렇지 않다,그렇지 않다,그렇다,0,1000000,0,0
울산 울주군,큰꿈,그렇지 않다,그렇지 않다,그렇다,0,2000000,0,1
울산 동구,큰빛우리들문고,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
울산 중구,태화루도서관,그렇지 않다,그렇지 않다,그렇다,0,0,0,0
울산 중구,페다고지,그렇지 않다,그렇지 않다,그렇다,0,1300000,300,0
울산 울주군,푸르지오,그렇지 않다,그렇지 않다,그렇다,0,2000000,94,8
울산 동구,푸르지오작은도서관,그렇지 않다,그렇지 않다,그렇다,0,1000000,0,0
울산 울주군,푸른,그렇지 않다,그렇지 않다,그렇다,0,2000000,200,1
울산 남구,푸른도서관,그렇지 않다,그렇지 않다,그렇다,0,800000,0,0
울산 북구,푸른작은도서관,그렇지 않다,그렇지 않다,그렇다,0,10400000,96,0
울산 중구,학성작은도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
울산 울주군,한누리,그렇다,그렇지 않다, ,0,0,0,0
울산 동구,한마음도서관,그렇지 않다,그렇지 않다,그렇다,0,1000000,0,0
울산 중구,함월도서관,그렇지 않다,그렇지 않다,그렇다,0,0,0,0
울산 동구,해누리문고,그렇지 않다,그렇지 않다,그렇다,0,2000000,0,1
울산 울주군,해보리,그렇지 않다,그렇지 않다,그렇다,0,2000000,0,4
울산 북구,해솔작은도서관,그렇지 않다,그렇지 않다,그렇다,0,2000000,0,1
울산 울주군,해오름,그렇다,그렇지 않다,그렇지 않다,0,0,0,0
울산 중구,해오름작은도서관,그렇지 않다,그렇지 않다,그렇다,0,1300000,50,2
울산 울주군,햇빛,그렇지 않다,그렇지 않다,그렇다,0,2000000,0,0
울산 북구,햇살작은도서관,그렇다,그렇다,그렇다,0,10400000,0,0
울산 울주군,호반숲속,그렇지 않다,그렇다,그렇다,1,2000000,200,1
울산 북구,화봉휴먼시아 문화공간,그렇지 않다,그렇지 않다,그렇다,0,2000000,0,0
울산 동구,화정작은도서관,그렇지 않다,그렇지 않다,그렇다,0,0,0,0
울산 울주군,황금똥,그렇지 않다,그렇지 않다,그렇다,0,2000000,155,0
울산 동구,휴(休) Book 사랑방,그렇지 않다,그렇지 않다,그렇다,0,1000000,0,0
울산 남구,휴(休)작은도서관,그렇지 않다,그렇지 않다,그렇다,0,800000,0,0
인천 서구,가재울 작은도서관,그렇지 않다,그렇지 않다,그렇다,0,0,0,0
인천 서구,가정골 북카페,그렇지 않다,그렇지 않다,그렇다,0,0,0,0
인천 부평구,갈산밀알도서관,그렇지 않다,그렇다, ,0,0,0,0
인천 서구,거북골 작은도서관,그렇지 않다,그렇지 않다, ,0,0,0,0
인천 서구,건지골 마을문고,그렇지 않다,그렇지 않다,그렇다,0,0,0,0
인천 서구,검4랑 꿈도서관,그렇지 않다,그렇지 않다,그렇다,0,0,0,0
인천 서구,검단3동 작은도서관,그렇지 않다,그렇지 않다,그렇다,0,0,0,0
인천 동구,고맙습니다솔향기작은도서관,그렇지 않다,그렇다, ,0,0,0,0
인천 계양구,고양골책둥지도서관,그렇다,그렇다, ,0,0,0,0
인천 동구,골목작은도서관,그렇지 않다,그렇다,그렇다,1,6500000,360,1
인천 남동구,광성독서클럽,그렇지 않다,그렇다,그렇지 않다,0,0,0,0
인천 강화군,교동화개작은도서관,그렇지 않다,그렇다, ,0,0,0,0
인천 남동구,그루터기도서관,그렇다,그렇다,그렇다,0,0,0,2
인천 연수구,글담 작은도서관,그렇지 않다,그렇다,그렇다,2,8500000,344,6
인천 연수구,글마루,그렇지 않다,그렇다,그렇다,1,4400000,250,3
인천 부평구,글마루도서관,그렇지 않다,그렇다, ,0,0,0,0
인천 서구,금곡하나아파트 문고,그렇지 않다,그렇지 않다,그렇다,0,2000000,234,0
인천 계양구,길벗어린이도서관,그렇지 않다,그렇지 않다,그렇다,0,0,141,0
인천 강화군,길상면 작은도서관,그렇지 않다,그렇다,그렇다,0,0,0,0
인천 남동구,"길위의 꿈, 여행인문학도서관",그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
인천 계양구,까치말도서관,그렇다,그렇다, ,0,0,0,0
인천 계양구,꾸메땅 작은도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
인천 서구,꿈꾸는 나무 도서관 ,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
인천 남동구,꿈꾸는 도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
인천 남구,꿈꾸는 문고,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
인천 서구,꿈꾸는 작은도서관,그렇지 않다,그렇지 않다,그렇다,0,0,216,0
인천 남동구,꿈꾸는 작은도서관 가온누리,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
인천 서구,꿈꾸미 문고,그렇지 않다,그렇지 않다,그렇다,0,3000000,0,0
인천 중구,꿈나래 어린이도서관,그렇지 않다,그렇다,그렇다,1,6000000,410,10
인천 서구,꿈나무 작은도서관,그렇지 않다,그렇다, ,0,0,0,0
인천 남동구,꿈나무도서관,그렇다,그렇다,그렇다,1,5000000,120,1
인천 계양구,꿈나무작은도서관,그렇지 않다,그렇다,그렇다,1,0,100,0
인천 부평구,꿈나무작은도서관,그렇지 않다,그렇다, ,0,0,0,0
인천 남동구,꿈다락도서관,그렇지 않다,그렇다,그렇다,9,4000000,400,4
인천 서구,꿈드림 작은도서관 ,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
인천 남구,꿈드림작은도서관,그렇지 않다,그렇지 않다,그렇다,0,3000000,1,1
인천 부평구,꿈땅 도서관,그렇지 않다,그렇다,그렇다,1,6070000,500,0
인천 서구,꿈마을 작은도서관,그렇지 않다,그렇지 않다,그렇다,0,0,100,0
인천 남구,꿈바라기 영어도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
인천 서구,꿈사랑 작은도서관 ,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
인천 남동구,꿈사랑나눔 작은도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
인천 동구,꿈의별작은도서관,그렇지 않다,그렇다, ,0,0,0,0
인천 부평구,꿈이 있는 도서관,그렇지 않다,그렇다,그렇다,1,0,130,1
인천 연수구,꿈이있는 작은도서관,그렇지 않다,그렇다,그렇다,1,4900000,15,2
인천 계양구,꿈이있는 작은도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
인천 동구,꿈이크는작은도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
인천 남동구,나무와책도서관,그렇지 않다,그렇지 않다,그렇다,0,1000000,0,0
인천 부평구,누리보듬마을문고,그렇지 않다,그렇지 않다,그렇다,0,3689440,0,0
인천 서구,느티나무 문고,그렇지 않다,그렇지 않다,그렇다,0,0,323,0
인천 부평구,늘푸른도서관,그렇지 않다,그렇지 않다,그렇다,0,4400000,0,0
인천 연수구,늘푸른어린이도서관,그렇지 않다,그렇다,그렇다,2,33880000,426,4
인천 중구,단비도서관,그렇다,그렇다,그렇다,4,3400000,466,3
인천 남동구,단풍마을 작은도서관,그렇지 않다,그렇지 않다,그렇다,0,2000000,350,0
인천 부평구,달팽이미디어도서관,그렇지 않다,그렇다,그렇다,1,5000000,0,1
인천 연수구,더드림(The Dream)작은도서관,그렇지 않다,그렇다,그렇다,1,7500000,347,6
인천 남동구,도림도서관,그렇지 않다,그렇지 않다, ,0,0,0,0
인천 남구,도화꿈꾸는작은도서관,그렇지 않다,그렇다,그렇다,1,3000000,0,1
인천 계양구,돌멩이국도서관,그렇지 않다,그렇다,그렇다,1,3500000,0,1
인천 부평구,동그라미도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
인천 남구,동반작은도서관,그렇다,그렇다,그렇지 않다,0,0,0,0
인천 부평구,동수작은도서관,그렇지 않다,그렇다, ,0,0,0,0
인천 중구,동인천동 작은도서관,그렇지 않다,그렇다, ,0,0,0,0
인천 서구,드림파크 어울림 1단지 문고 ,그렇지 않다,그렇지 않다,그렇다,1,0,0,0
인천 서구,드림하이 작은도서관,그렇지 않다,그렇지 않다,그렇다,1,0,150,0
인천 남동구,등대문고,그렇지 않다,그렇다,그렇지 않다,0,0,0,0
인천 남동구,등마루도서관,그렇지 않다,그렇다, ,0,0,0,0
인천 부평구,로뎀나무 문고,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
인천 남동구,롯데캐슬작은도서관,그렇지 않다,그렇다,그렇다,1,3000000,264,6
인천 부평구,마을도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
인천 남동구,마을안 작은도서관,그렇지 않다,그렇지 않다,그렇다,1,3000000,0,1
인천 남동구,마중물도서관,그렇지 않다,그렇다,그렇다,1,6500000,394,3
인천 동구,만석비치타운작은도서관,그렇지 않다,그렇지 않다,그렇다,0,260000,340,0
인천 남동구,만수3동작은도서관,그렇지 않다,그렇지 않다, ,0,0,0,0
인천 남동구,만수4동둥지도서관,그렇지 않다,그렇다, ,0,0,0,0
인천 연수구,목민작은도서관,그렇지 않다,그렇다,그렇다,2,7000000,382,4
인천 부평구,무지개도서관,그렇지 않다,그렇지 않다,그렇다,0,3660000,0,0
인천 계양구,무지개뜨는어린이도서관,그렇지 않다,그렇지 않다,그렇다,1,2500000,0,0
인천 서구,물푸레 작은도서관,그렇지 않다,그렇지 않다,그렇다,0,2000000,150,0
인천 서구,미추홀 작은도서관 ,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
인천 부평구,민들레 작은도서관,그렇지 않다,그렇지 않다,그렇다,0,3800000,0,0
인천 연수구,민들레문고,그렇지 않다,그렇다,그렇다,1,4390000,170,4
인천 서구,민들레작은도서관,그렇지 않다,그렇지 않다,그렇다,0,0,196,0
인천 강화군,바람숲그림책도서관,그렇지 않다,그렇다,그렇지 않다,0,0,0,0
인천 남동구,반디어린이도서관,그렇지 않다,그렇다,그렇다,1,29000000,170,1
인천 남구,반딧불이 도서관,그렇지 않다,그렇지 않다,그렇다,0,0,300,0
인천 부평구,반석 작은도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
인천 남구,밝은웃음어린이도서관,그렇지 않다,그렇지 않다,그렇다,0,3000000,0,0
인천 서구,백합책마을 문고,그렇지 않다,그렇지 않다,그렇다,0,2000000,0,1
인천 남동구,범마을도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
인천 남동구,벽산도서관,그렇다,그렇다,그렇다,1,1000000,64,1
인천 남동구,별빛마을도서관,그렇지 않다,그렇지 않다,그렇다,0,3000000,161,1
인천 남동구,복E지문고,그렇지 않다,그렇지 않다,그렇다,0,2000000,0,0
인천 남구,복사꽃도서관,그렇다,그렇지 않다, ,0,0,0,0
인천 연수구,북센터,그렇다,그렇다,그렇다,1,4000000,2000,0
인천 남동구,불서사랑도서관,그렇지 않다,그렇다,그렇지 않다,0,0,0,0
인천 강화군,사과나무작은도서관,그렇지 않다,그렇다,그렇지 않다,0,0,0,0
인천 서구,사닥다리 북카페 문고,그렇지 않다,그렇지 않다,그렇다,0,0,253,0
인천 서구,사랑의 작은도서관 북카페,그렇지 않다,그렇지 않다,그렇다,0,0,0,0
인천 부평구,산곡글향기도서관,그렇지 않다,그렇다,그렇다,0,0,0,0
인천 남동구,산돌문고,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
인천 남동구,산뒤마을작은도서관,그렇다,그렇다,그렇지 않다,0,0,0,0
인천 남구,상떼빌도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
인천 동구,상상작은도서관,그렇지 않다,그렇지 않다,그렇다,0,2600000,360,0
인천 서구,새일꾼 작은도서관,그렇지 않다,그렇다,그렇다,1,0,0,0
인천 부평구,샘터작은도서관,그렇다,그렇다, ,0,0,0,0
인천 계양구,샛별도서관,그렇지 않다,그렇다, ,0,0,0,0
인천 서구,서인천월드메르디앙 문고,그렇지 않다,그렇지 않다,그렇다,0,0,139,0
인천 남동구,서창11단지 작은도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
인천 남구,석바위도서관,그렇다,그렇지 않다, ,0,0,0,0
인천 계양구,선한목자교회작은도서관,그렇지 않다,그렇지 않다,그렇다,0,0,150,0
인천 남동구,선향비전도서관,그렇지 않다,그렇지 않다,그렇다,0,1000000,20,2
인천 남동구,성산도서관,그렇지 않다,그렇다,그렇다,1,1000000,355,1
인천 연수구,성지리벨루스도서관,그렇다,그렇다,그렇다,1,6570000,250,3
인천 남구,소금꽃도서관,그렇다,그렇지 않다, ,0,0,0,0
인천 남구,솔로몬문고,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
인천 동구,솔방울작은도서관,그렇지 않다,그렇지 않다,그렇다,0,2600000,360,0
인천 동구,솔숲작은도서관,그렇지 않다,그렇다,그렇다,1,2600000,600,0
인천 서구,솔지마을 문고,그렇지 않다,그렇지 않다,그렇다,0,2000000,0,1
인천 연수구,송도2동 작은도서관,그렇다,그렇지 않다, ,0,0,0,0
인천 동구,송림마을작은도서관,그렇지 않다,그렇지 않다,그렇다,0,0,360,0
인천 동구,송림휴먼시아작은도서관,그렇지 않다,그렇지 않다,그렇다,0,2600000,360,0
인천 서구,수정 작은도서관 ,그렇지 않다,그렇다,그렇다,1,0,0,0
인천 강화군,순무작은도서관,그렇지 않다,그렇다,그렇지 않다,0,0,0,0
인천 남동구,숲속마을작은도서관,그렇지 않다,그렇다,그렇다,1,1000000,0,0
인천 부평구,신나는 도서관,그렇지 않다,그렇다,그렇다,1,4683500,0,1
인천 부평구,쑥덕쑥덕 작은도서관,그렇지 않다,그렇다,그렇다,1,4400000,0,1
인천 동구,아침햇살작은도서관,그렇지 않다,그렇지 않다,그렇다,0,0,360,0
인천 부평구,아카데미 작은도서관,그렇지 않다,그렇지 않다,그렇다,0,0,61,0
인천 서구,어질내 문고,그렇지 않다,그렇지 않다,그렇다,0,0,200,0
인천 연수구,엄마사랑 작은도서관,그렇지 않다,그렇지 않다,그렇다,0,5330000,362,1
인천 남동구,에임하이 작은도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
인천 남동구,에코메트로11단지도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
인천 남동구,에코메트로한화12단지 도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
인천 부평구,엘림작은도서관,그렇지 않다,그렇다,그렇다,1,3800000,0,2
인천 연수구,연수2동 작은도서관,그렇다,그렇다, ,0,0,0,0
인천 서구,연희주민 문고,그렇지 않다,그렇다,그렇다,1,0,200,0
인천 남동구,예꿈마을문고,그렇지 않다,그렇다,그렇다,0,1000000,0,0
인천 남구,예꿈어린이도서관,그렇다,그렇다,그렇다,1,300000,1500,0
인천 남동구,예다원도서관,그렇다,그렇다,그렇지 않다,0,0,0,0
인천 남구,오라작은도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
인천 연수구,옥련1동작은도서관,그렇다,그렇다, ,0,0,0,0
인천 연수구,옥련2동 어린이 작은도서관,그렇다,그렇지 않다, ,0,0,0,0
인천 부평구,옹달샘 도서관,그렇지 않다,그렇지 않다,그렇다,0,4000000,0,0
인천 남동구,와글와글작은도서관,그렇지 않다,그렇다,그렇다,2,3000000,60,2
인천 중구,용유동 작은도서관,그렇지 않다,그렇지 않다, ,0,0,0,0
인천 남구,우각로문화마을 행복도서관,그렇지 않다,그렇지 않다,그렇다,0,4000000,2000,2
인천 강화군,우리동네 영어도서관,그렇지 않다,그렇다,그렇지 않다,0,0,0,0
인천 서구,원당 작은 영어도서관 ,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
인천 계양구,은행마을도서관,그렇지 않다,그렇지 않다, ,0,0,0,0
인천 강화군,자람도서관,그렇지 않다,그렇다,그렇다,2,5000000,0,0
인천 남동구,자람터작은도서관,그렇지 않다,그렇다,그렇다,1,2000000,200,2
인천 연수구,작은도서관 너나들이,그렇지 않다,그렇다,그렇다,1,12800000,436,8
인천 연수구,작은도서관 완두콩,그렇지 않다,그렇다,그렇다,1,7000000,334,3
인천 서구,정다운 도서관,그렇지 않다,그렇지 않다,그렇다,0,0,0,0
인천 남구,제물포도서관,그렇지 않다,그렇다,그렇다,0,0,0,0
인천 연수구,조약돌 북센터,그렇지 않다,그렇지 않다,그렇다,1,4000000,0,0
인천 서구,조은생각 BOOK CAFE,그렇지 않다,그렇지 않다,그렇다,0,0,0,0
인천 연수구,지혜샘터 작은도서관,그렇지 않다,그렇지 않다,그렇다,0,7400000,164,4
인천 계양구,지혜의숲도서관,그렇지 않다,그렇지 않다, ,0,0,0,0
인천 연수구,짱뚱이어린이도서관,그렇지 않다,그렇다,그렇다,1,0,258,3
인천 강화군,창의짱 작은도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
인천 부평구,청개구리어린이도서관,그렇지 않다,그렇다,그렇다,1,4960000,0,1
인천 서구,청라 책나누미 CAFE,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
인천 부평구,청소년인문학도서관 doing,그렇지 않다,그렇지 않다,그렇다,0,9500000,0,0
인천 서구,청소년인문학도서관 느루,그렇지 않다,그렇지 않다,그렇다,0,5000000,0,0
인천 남구,청운 꿈나무 문고,그렇지 않다,그렇지 않다,그렇다,0,2000000,0,0
인천 남동구,콩세알도서관,그렇지 않다,그렇다,그렇다,1,5000000,12,4
인천 남구,큰나무도서관,그렇지 않다,그렇다,그렇다,0,5000000,0,3
인천 남동구,큰사랑도서관,그렇지 않다,그렇다,그렇다,2,3000000,45,3
인천 남동구,푸르내도서관,그렇지 않다,그렇다,그렇다,1,0,100,0
인천 서구,푸른꿈 작은도서관 ,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
인천 연수구,푸른마을함박도서관,그렇지 않다,그렇다,그렇다,1,7500000,337,3
인천 서구,푸른샘 어린이도서관,그렇지 않다,그렇지 않다,그렇다,0,0,0,0
인천 남동구,푸른솔도서관,그렇지 않다,그렇다,그렇다,1,1000000,106,0
인천 서구,푸른숲 작은도서관,그렇지 않다,그렇지 않다,그렇다,0,4000000,400,0
인천 동구,푸른숲작은도서실,그렇지 않다,그렇지 않다,그렇다,0,0,60,0
인천 계양구,푸른초장문고,그렇지 않다,그렇다,그렇다,1,3000000,0,0
인천 서구,풀뿌리 미디어 도서관,그렇지 않다,그렇다,그렇다,2,5000000,0,0
인천 부평구,품앗이어린이도서관,그렇지 않다,그렇다,그렇다,2,4700000,0,1
인천 중구,하늘꿈 작은도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
인천 남구,하늘꿈도서관,그렇지 않다,그렇지 않다,그렇다,0,3000000,0,0
인천 남구,하늘문고,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
인천 남동구,하늘문고,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
인천 서구,하늘샘 작은도서관,그렇지 않다,그렇지 않다,그렇다,0,0,150,0
인천 강화군,하점작은도서관,그렇지 않다,그렇다,그렇다,0,0,0,0
인천 계양구,학마을도서관,그렇지 않다,그렇지 않다, ,0,0,0,0
인천 서구,한국민들레도서관,그렇지 않다,그렇다,그렇다,2,5000000,0,0
인천 남동구,한마음도서관,그렇지 않다,그렇지 않다,그렇다,3,3000000,0,0
인천 남구,한소망작은도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
인천 남동구,한화에코메트로5단지도서관,그렇지 않다,그렇다,그렇다,6,150000,600,2
인천 부평구,해뜨는마을 도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
인천 동구,해맑은작은도서관,그렇지 않다,그렇다,그렇다,1,3000000,300,0
인천 연수구,해맑음 작은도서관,그렇다,그렇다,그렇다,1,5800000,450,1
인천 연수구,해모로 도서관,그렇다,그렇다,그렇다,0,0,30,0
인천 부평구,해오름 작은도서관,그렇지 않다,그렇다,그렇다,1,0,30,0
인천 남동구,햇살둥지어린이도서관,그렇지 않다,그렇지 않다,그렇다,0,4000000,0,0
인천 동구,햇살마루작은도서관,그렇지 않다,그렇다, ,0,0,0,0
인천 서구,행복한나라 문고,그렇지 않다,그렇지 않다,그렇다,1,3000000,0,0
인천 남동구,행복한작은도서관,그렇지 않다,그렇지 않다,그렇다,0,4000000,0,0
인천 남동구,향촌작은도서관,그렇지 않다,그렇다,그렇다,3,0,0,2
인천 남동구,향촌휴먼시아2단지작은도서관,그렇지 않다,그렇다,그렇다,1,0,0,0
인천 중구,현안 작은도서관,그렇지 않다,그렇다,그렇다,2,0,0,0
인천 강화군,화도작은도서관 ,그렇지 않다,그렇다, ,0,0,0,0
인천 서구,회화나무 도서관,그렇지 않다,그렇다, ,0,0,0,0
인천 연수구,효민작은도서관,그렇다,그렇다,그렇다,1,3000000,203,0
인천 중구,휘란 작은도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
인천 부평구,희망천작은도서관,그렇지 않다,그렇다, ,0,0,0,0
인천 서구,힐데스 작은도서관 ,그렇지 않다,그렇지 않다,그렇다,0,0,143,0
전남 영암군,119작은도서관,그렇지 않다,그렇지 않다,그렇다,0,2000000,0,0
전남 신안군,wonderful English작은도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
전남 순천시,가곡옹달샘,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
전남 담양군,강의새마을문고,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
전남 여수시,개도 작은도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
전남 무안군,경남아너스빌 아파트 작은도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
전남 나주시,공산면작은도서관,그렇지 않다,그렇지 않다,그렇다,0,1250000,0,0
전남 고흥군,과역거쳐가는작은도서관,그렇지 않다,그렇다,그렇다,0,0,0,0
전남 장흥군,관산읍작은독서실,그렇지 않다,그렇지 않다, ,0,0,0,0
전남 여수시,광림작은도서관,그렇지 않다,그렇지 않다,그렇다,0,9500000,269,0
전남 광양시,광양시민도서문화원,그렇지 않다,그렇지 않다,그렇다,0,1000000,0,0
전남 구례군,구례중앙문고,그렇지 않다,그렇지 않다,그렇다,0,1000000,60,0
전남 곡성군,구름다리 작은도서관,그렇지 않다,그렇지 않다,그렇다,0,0,1000,1
전남 무안군,구세군독서실,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
전남 여수시,그리스도작은도서관,그렇지 않다,그렇지 않다,그렇다,0,1300000,0,0
전남 광양시,그린 작은도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
전남 고흥군,그린나래작은도서관,그렇다,그렇지 않다,그렇지 않다,0,0,0,0
전남 무안군,근화베아채 작은도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
전남 광양시,금호작은도서관,그렇다,그렇다,그렇다,0,7200000,818,0
전남 곡성군,길 작은 도서관,그렇다,그렇지 않다,그렇다,0,0,135,0
전남 여수시,꿈꾸는 영어전문 작은도서관,그렇지 않다,그렇지 않다,그렇다,1,9500000,318,33
전남 보성군,꿈꾸는 작은도서관(청소년문화의집내),그렇지 않다,그렇지 않다, ,0,0,0,0
전남 순천시,꿈꾸는숲속의작은도서관,그렇지 않다,그렇지 않다,그렇다,0,10555000,0,0
전남 나주시,꿈꾸는작은도서관,그렇지 않다,그렇지 않다,그렇다,0,500,0,0
전남 순천시,꿈나래작은도서관,그렇지 않다,그렇지 않다,그렇다,3,20000000,800,3
전남 화순군,꿈나무도서관,그렇지 않다,그렇지 않다,그렇다,0,3000000,0,0
전남 목포시,꿈나무작은도서관,그렇다,그렇다, ,0,0,0,0
